ID_register,ID_sp,Group,order,family,genus,binomial,body_mass,body_length,tail_length,forearm,age,sex,reproductive_stage,status,longitude,latitude,year,collector_name
1,1,Bats,Chiroptera,Emballonuridae,Peropteryx,Peropteryx kappleri,3,NA,NA,44.8,adult,female,NA,dead,-34.844269,-7.137682,2011,Anderson Feijo
2,1,Bats,Chiroptera,Emballonuridae,Peropteryx,Peropteryx kappleri,7,NA,NA,43.47,adult,male,NA,alive,-42.261961,-22.583797,2001,Marco Mello
3,1,Bats,Chiroptera,Emballonuridae,Peropteryx,Peropteryx kappleri,6,NA,NA,43.23,adult,male,NA,alive,-42.261961,-22.583797,2001,Marco Mello
4,2,Bats,Chiroptera,Emballonuridae,Peropteryx,Peropteryx leucoptera,7,NA,NA,42.65,adult,female,NA,alive,-35.184929,-6.086251,2012,Mar人ia A. S. Barros
5,3,Bats,Chiroptera,Emballonuridae,Peropteryx,Peropteryx macrotis,6,NA,NA,41.5,adult,male,NA,dead,-35.46058,-8.577669,2013,Anderson Feijo
6,3,Bats,Chiroptera,Emballonuridae,Peropteryx,Peropteryx macrotis,6,NA,NA,41.7,adult,male,NA,dead,-35.285834,-8.492094,2013,Anderson Feijo
7,3,Bats,Chiroptera,Emballonuridae,Peropteryx,Peropteryx macrotis,6,NA,NA,47.4,adult,female,NA,alive,-48.27359,-24.308772,1999,Fernando C. Passos
8,3,Bats,Chiroptera,Emballonuridae,Peropteryx,Peropteryx macrotis,6,NA,NA,45.1,adult,male,NA,alive,-48.27359,-24.308772,1999,Fernando C. Passos
9,3,Bats,Chiroptera,Emballonuridae,Peropteryx,Peropteryx macrotis,6,NA,NA,45.4,adult,male,NA,alive,-48.27359,-24.308772,1999,Fernando C. Passos
10,3,Bats,Chiroptera,Emballonuridae,Peropteryx,Peropteryx macrotis,5,NA,NA,46.5,adult,female,NA,alive,-48.27359,-24.308772,1999,Fernando C. Passos
11,3,Bats,Chiroptera,Emballonuridae,Peropteryx,Peropteryx macrotis,6,NA,NA,45.8,adult,female,NA,alive,-48.27359,-24.308772,1999,Fernando C. Passos
12,3,Bats,Chiroptera,Emballonuridae,Peropteryx,Peropteryx macrotis,6,NA,NA,45.6,adult,female,NA,alive,-48.27359,-24.308772,1999,Fernando C. Passos
13,4,Bats,Chiroptera,Emballonuridae,Rhynchonycteris,Rhynchonycteris naso,6,NA,NA,37.98,adult,male,NA,alive,-42.631058,-19.764111,2014,Marco Mello
14,4,Bats,Chiroptera,Emballonuridae,Rhynchonycteris,Rhynchonycteris naso,5,NA,NA,39.08,adult,male,NA,alive,-42.631058,-19.764111,2014,Marco Mello
15,5,Bats,Chiroptera,Emballonuridae,Saccopteryx,Saccopteryx bilineata,5.5,NA,NA,41.1,adult,male,NA,alive,-39.132222,-15.173056,1997,Deborah Faria & Julio Baumgarten
16,5,Bats,Chiroptera,Emballonuridae,Saccopteryx,Saccopteryx bilineata,7,NA,NA,NA,adult,female,pregnant,alive,-39.132222,-15.173056,1997,Deborah Faria & Julio Baumgarten
17,5,Bats,Chiroptera,Emballonuridae,Saccopteryx,Saccopteryx bilineata,4.5,NA,NA,38.4,adult,male,NA,alive,-39.132222,-15.173056,1999,Deborah Faria & Julio Baumgarten
18,5,Bats,Chiroptera,Emballonuridae,Saccopteryx,Saccopteryx bilineata,5.5,NA,NA,39.6,adult,male,NA,alive,-39.132222,-15.173056,1999,Deborah Faria & Julio Baumgarten
19,6,Bats,Chiroptera,Emballonuridae,Saccopteryx,Saccopteryx leptura,2.5,NA,NA,35,adult,male,NA,dead,-35.46058,-8.577669,2013,Anderson Feijo
20,6,Bats,Chiroptera,Emballonuridae,Saccopteryx,Saccopteryx leptura,NA,NA,NA,42.42,adult,female,NA,dead,-46.4166,-23.8666,1941,Araujo
21,6,Bats,Chiroptera,Emballonuridae,Saccopteryx,Saccopteryx leptura,NA,NA,NA,41.76,adult,male,NA,dead,-45.9,-23.65,1961,Emilio Dente
22,6,Bats,Chiroptera,Emballonuridae,Saccopteryx,Saccopteryx leptura,NA,NA,NA,41.87,adult,female,NA,dead,-42.6333,-19.5166,1940,NA
23,7,Bats,Chiroptera,Furipteridae,Furipterus,Furipterus horrens,4,NA,NA,36,adult,male,NA,alive,-48.27359,-24.308772,1999,Fernando C. Passos
24,7,Bats,Chiroptera,Furipteridae,Furipterus,Furipterus horrens,5,NA,NA,36,adult,female,NA,alive,-48.27359,-24.308772,1999,Fernando C. Passos
25,7,Bats,Chiroptera,Furipteridae,Furipterus,Furipterus horrens,3,NA,NA,37.5,adult,female,NA,alive,-48.27359,-24.308772,1999,Fernando C. Passos
26,7,Bats,Chiroptera,Furipteridae,Furipterus,Furipterus horrens,4,NA,NA,37,adult,female,NA,alive,-48.27359,-24.308772,1999,Fernando C. Passos
27,7,Bats,Chiroptera,Furipteridae,Furipterus,Furipterus horrens,4,NA,NA,36,adult,male,NA,alive,-48.27359,-24.308772,1999,Fernando C. Passos
28,7,Bats,Chiroptera,Furipteridae,Furipterus,Furipterus horrens,4,NA,NA,35,adult,male,NA,alive,-48.27359,-24.308772,1999,Fernando C. Passos
29,7,Bats,Chiroptera,Furipteridae,Furipterus,Furipterus horrens,4,NA,NA,37.81,adult,female,NA,alive,-48.27359,-24.308772,2000,Fernando C. Passos
30,8,Bats,Chiroptera,Molossidae,Cynomops,Cynomops planirostris,8,NA,NA,31.6,adult,male,NA,alive,-47.414184,-21.842748,2012,Renata de Lara Muylaert
31,9,Bats,Chiroptera,Molossidae,Eumops,Eumops patagonicus,15,NA,NA,45.5,adult,female,pregnant,dead,-48.5525,-26.180278,2015,Fernando Carvalho
32,9,Bats,Chiroptera,Molossidae,Eumops,Eumops patagonicus,17,NA,NA,44.5,adult,female,pregnant,alive,-48.5525,-26.180278,2015,Fernando Carvalho
33,10,Bats,Chiroptera,Molossidae,Molossops,Molossops temminckii,5,NA,NA,28.9,adult,female,pregnant,dead,-56.733333,-20.616667,2015,"A.Erikson, M.Silveira, C.F.Santos, E.Fischer"
34,10,Bats,Chiroptera,Molossidae,Molossops,Molossops temminckii,6.5,NA,NA,31.5,juvenile,female,NA,dead,-56.733333,-20.616667,2016,"A.Erikson, M.Silveira, C.F.Santos, E.Fischer"
35,10,Bats,Chiroptera,Molossidae,Molossops,Molossops temminckii,6,NA,NA,30.6,adult,male,NA,alive,-56.733333,-20.616667,2016,"A.Erikson, M.Silveira, C.F.Santos, E.Fischer"
36,10,Bats,Chiroptera,Molossidae,Molossops,Molossops temminckii,8,NA,NA,32,adult,female,NA,dead,-56.733333,-20.616667,2017,"A.Erikson, M.Silveira, C.F.Santos, E.Fischer"
37,11,Bats,Chiroptera,Molossidae,Molossus,Molossus molossus,10.5,NA,NA,39.48,juvenile,male,NA,alive,-35.197558,-5.859017,2014,Mar人ia A. S. Barros
38,11,Bats,Chiroptera,Molossidae,Molossus,Molossus molossus,6,NA,NA,30.5,adult,male,NA,alive,-47.340481,-21.279417,2013,Renata de Lara Muylaert
39,11,Bats,Chiroptera,Molossidae,Molossus,Molossus molossus,14,NA,NA,38.2,adult,female,NA,alive,-47.340481,-21.279417,2013,Renata de Lara Muylaert
40,11,Bats,Chiroptera,Molossidae,Molossus,Molossus molossus,8,NA,NA,30.35,adult,male,NA,alive,-47.729696,-21.555646,2013,Renata de Lara Muylaert
41,11,Bats,Chiroptera,Molossidae,Molossus,Molossus molossus,16.5,NA,NA,38.7,adult,female,pregnant,alive,-52.5,-22.4,2013,Alessandra Nava
42,11,Bats,Chiroptera,Molossidae,Molossus,Molossus molossus,13,NA,NA,37.1,adult,female,NA,alive,-52.5,-22.4,2013,Alessandra Nava
43,11,Bats,Chiroptera,Molossidae,Molossus,Molossus molossus,14,NA,NA,37.9,adult,female,pregnant,alive,-52.5,-22.4,2013,Alessandra Nava
44,11,Bats,Chiroptera,Molossidae,Molossus,Molossus molossus,17,NA,NA,42.4,adult,male,NA,alive,-35.176389,-8.7305,2014,Eder Barbier
45,11,Bats,Chiroptera,Molossidae,Molossus,Molossus molossus,15,NA,NA,41.5,juvenile,female,NA,alive,-35.176389,-8.7305,2014,Eder Barbier
46,11,Bats,Chiroptera,Molossidae,Molossus,Molossus molossus,21,NA,NA,42.1,adult,male,NA,alive,-35.176389,-8.7305,2014,Eder Barbier
47,11,Bats,Chiroptera,Molossidae,Molossus,Molossus molossus,20,NA,NA,43.1,adult,male,NA,alive,-35.176389,-8.7305,2014,Eder Barbier
48,11,Bats,Chiroptera,Molossidae,Molossus,Molossus molossus,17,NA,NA,42.2,adult,female,NA,alive,-35.176389,-8.7305,2014,Eder Barbier
49,11,Bats,Chiroptera,Molossidae,Molossus,Molossus molossus,16,NA,NA,40.9,adult,male,NA,alive,-35.176389,-8.7305,2014,Eder Barbier
50,11,Bats,Chiroptera,Molossidae,Molossus,Molossus molossus,16,NA,NA,42.9,adult,male,NA,alive,-35.176389,-8.7305,2014,Eder Barbier
51,11,Bats,Chiroptera,Molossidae,Molossus,Molossus molossus,16,NA,NA,41.6,adult,male,NA,alive,-35.176389,-8.7305,2014,Eder Barbier
52,11,Bats,Chiroptera,Molossidae,Molossus,Molossus molossus,19,NA,NA,41.8,adult,male,NA,alive,-35.176389,-8.7305,2014,Eder Barbier
53,11,Bats,Chiroptera,Molossidae,Molossus,Molossus molossus,22,NA,NA,44,adult,male,NA,alive,-35.176389,-8.7305,2014,Eder Barbier
54,11,Bats,Chiroptera,Molossidae,Molossus,Molossus molossus,19,NA,NA,42.5,juvenile,male,NA,alive,-35.176389,-8.7305,2014,Eder Barbier
55,11,Bats,Chiroptera,Molossidae,Molossus,Molossus molossus,14,NA,NA,43.2,juvenile,female,NA,alive,-35.176389,-8.7305,2014,Eder Barbier
56,11,Bats,Chiroptera,Molossidae,Molossus,Molossus molossus,15,NA,NA,42.2,juvenile,female,NA,alive,-35.176389,-8.7305,2014,Eder Barbier
57,11,Bats,Chiroptera,Molossidae,Molossus,Molossus molossus,17,NA,NA,42.6,adult,male,NA,alive,-35.176389,-8.7305,2014,Eder Barbier
58,11,Bats,Chiroptera,Molossidae,Molossus,Molossus molossus,15,NA,NA,40.3,adult,female,NA,alive,-35.176389,-8.7305,2014,Eder Barbier
59,11,Bats,Chiroptera,Molossidae,Molossus,Molossus molossus,9,NA,NA,42.5,adult,male,NA,alive,-35.176389,-8.7305,2014,Eder Barbier
60,11,Bats,Chiroptera,Molossidae,Molossus,Molossus molossus,14,NA,NA,43.4,juvenile,male,NA,alive,-35.176389,-8.7305,2014,Eder Barbier
61,11,Bats,Chiroptera,Molossidae,Molossus,Molossus molossus,15,NA,NA,40.4,adult,female,NA,alive,-35.176389,-8.7305,2014,Eder Barbier
62,11,Bats,Chiroptera,Molossidae,Molossus,Molossus molossus,20,NA,NA,45.1,adult,male,NA,alive,-35.176389,-8.7305,2014,Eder Barbier
63,11,Bats,Chiroptera,Molossidae,Molossus,Molossus molossus,22,NA,NA,43.1,adult,male,NA,alive,-35.176389,-8.7305,2014,Eder Barbier
64,11,Bats,Chiroptera,Molossidae,Molossus,Molossus molossus,15,NA,NA,42.6,juvenile,female,NA,alive,-35.176389,-8.7305,2014,Eder Barbier
65,11,Bats,Chiroptera,Molossidae,Molossus,Molossus molossus,18,NA,NA,42.2,adult,male,NA,alive,-35.176389,-8.7305,2014,Eder Barbier
66,11,Bats,Chiroptera,Molossidae,Molossus,Molossus molossus,17,NA,NA,41.7,adult,male,NA,alive,-35.176389,-8.7305,2014,Eder Barbier
67,11,Bats,Chiroptera,Molossidae,Molossus,Molossus molossus,20,NA,NA,42,adult,male,NA,alive,-35.176389,-8.7305,2014,Eder Barbier
68,11,Bats,Chiroptera,Molossidae,Molossus,Molossus molossus,16,NA,NA,40,adult,female,pregnant,alive,-35.176389,-8.7305,2014,Eder Barbier
69,11,Bats,Chiroptera,Molossidae,Molossus,Molossus molossus,15,NA,NA,41.1,adult,male,NA,alive,-35.176389,-8.7305,2014,Eder Barbier
70,11,Bats,Chiroptera,Molossidae,Molossus,Molossus molossus,20,NA,NA,45.2,adult,male,NA,alive,-35.176389,-8.7305,2014,Eder Barbier
71,11,Bats,Chiroptera,Molossidae,Molossus,Molossus molossus,18,NA,NA,41.4,adult,female,pregnant,alive,-35.176389,-8.7305,2014,Eder Barbier
72,11,Bats,Chiroptera,Molossidae,Molossus,Molossus molossus,19,NA,NA,39.3,adult,female,pregnant,alive,-35.176389,-8.7305,2014,Eder Barbier
73,11,Bats,Chiroptera,Molossidae,Molossus,Molossus molossus,18,NA,NA,39,adult,female,pregnant,alive,-35.176389,-8.7305,2014,Eder Barbier
74,11,Bats,Chiroptera,Molossidae,Molossus,Molossus molossus,17,NA,NA,41.8,adult,female,NA,alive,-35.176389,-8.7305,2014,Eder Barbier
75,11,Bats,Chiroptera,Molossidae,Molossus,Molossus molossus,15,NA,NA,40.5,adult,female,pregnant,alive,-35.176389,-8.7305,2014,Eder Barbier
76,11,Bats,Chiroptera,Molossidae,Molossus,Molossus molossus,17,NA,NA,41.6,adult,female,pregnant,alive,-35.176389,-8.7305,2014,Eder Barbier
77,11,Bats,Chiroptera,Molossidae,Molossus,Molossus molossus,16,NA,NA,41,adult,female,pregnant,alive,-35.176389,-8.7305,2014,Eder Barbier
78,11,Bats,Chiroptera,Molossidae,Molossus,Molossus molossus,19,NA,NA,41,adult,female,pregnant,alive,-35.176389,-8.7305,2014,Eder Barbier
79,11,Bats,Chiroptera,Molossidae,Molossus,Molossus molossus,15,NA,NA,41.8,adult,female,pregnant,alive,-35.176389,-8.7305,2014,Eder Barbier
80,11,Bats,Chiroptera,Molossidae,Molossus,Molossus molossus,17,NA,NA,40.8,adult,female,NA,alive,-35.176389,-8.7305,2015,Eder Barbier
81,11,Bats,Chiroptera,Molossidae,Molossus,Molossus molossus,14,NA,NA,42.4,juvenile,male,NA,alive,-35.176389,-8.7305,2015,Eder Barbier
82,11,Bats,Chiroptera,Molossidae,Molossus,Molossus molossus,16,NA,NA,40.2,adult,female,NA,alive,-35.176389,-8.7305,2015,Eder Barbier
83,11,Bats,Chiroptera,Molossidae,Molossus,Molossus molossus,17,NA,NA,40.9,adult,female,NA,alive,-35.176389,-8.7305,2015,Eder Barbier
84,11,Bats,Chiroptera,Molossidae,Molossus,Molossus molossus,18,NA,NA,41.7,adult,male,NA,alive,-35.176389,-8.7305,2015,Eder Barbier
85,11,Bats,Chiroptera,Molossidae,Molossus,Molossus molossus,15,NA,NA,41.8,juvenile,female,NA,alive,-35.176389,-8.7305,2015,Eder Barbier
86,11,Bats,Chiroptera,Molossidae,Molossus,Molossus molossus,14,NA,NA,41.2,juvenile,female,NA,alive,-35.176389,-8.7305,2015,Eder Barbier
87,11,Bats,Chiroptera,Molossidae,Molossus,Molossus molossus,16,NA,NA,40.5,adult,female,NA,alive,-35.176389,-8.7305,2015,Eder Barbier
88,11,Bats,Chiroptera,Molossidae,Molossus,Molossus molossus,17,NA,NA,40.2,adult,male,NA,alive,-52.215278,-25.483611,2013,Fernando Carvalho
89,11,Bats,Chiroptera,Molossidae,Molossus,Molossus molossus,19,NA,NA,39.4,adult,female,pregnant,alive,-48.5525,-26.180278,2015,Fernando Carvalho
90,11,Bats,Chiroptera,Molossidae,Molossus,Molossus molossus,17,NA,NA,39.8,adult,female,pregnant,alive,-48.5525,-26.180278,2015,Fernando Carvalho
91,11,Bats,Chiroptera,Molossidae,Molossus,Molossus molossus,14,NA,NA,38.7,adult,female,NA,alive,-44.549025,-23.018069,1998,Marco Mello
92,11,Bats,Chiroptera,Molossidae,Molossus,Molossus molossus,14,NA,NA,37.4,adult,female,NA,alive,-44.549025,-23.018069,1998,Marco Mello
93,11,Bats,Chiroptera,Molossidae,Molossus,Molossus molossus,13,NA,NA,38.1,adult,male,NA,alive,-44.549025,-23.018069,1998,Marco Mello
94,11,Bats,Chiroptera,Molossidae,Molossus,Molossus molossus,15,NA,NA,39.05,adult,female,NA,alive,-44.549025,-23.018069,1998,Marco Mello
95,11,Bats,Chiroptera,Molossidae,Molossus,Molossus molossus,17,NA,NA,38.2,adult,female,NA,alive,-44.549025,-23.018069,1998,Marco Mello
96,11,Bats,Chiroptera,Molossidae,Molossus,Molossus molossus,12,NA,NA,37.2,adult,male,NA,alive,-44.549025,-23.018069,1998,Marco Mello
97,11,Bats,Chiroptera,Molossidae,Molossus,Molossus molossus,17,NA,NA,38.25,adult,female,NA,alive,-44.549025,-23.018069,1998,Marco Mello
98,11,Bats,Chiroptera,Molossidae,Molossus,Molossus molossus,15,NA,NA,39.25,adult,female,NA,alive,-44.549025,-23.018069,1998,Marco Mello
99,11,Bats,Chiroptera,Molossidae,Molossus,Molossus molossus,14,NA,NA,36.85,adult,female,NA,alive,-44.549025,-23.018069,1998,Marco Mello
100,11,Bats,Chiroptera,Molossidae,Molossus,Molossus molossus,17,NA,NA,39.95,adult,male,NA,alive,-44.549025,-23.018069,1998,Marco Mello
101,11,Bats,Chiroptera,Molossidae,Molossus,Molossus molossus,16,NA,NA,38.85,adult,female,NA,alive,-44.549025,-23.018069,1998,Marco Mello
102,11,Bats,Chiroptera,Molossidae,Molossus,Molossus molossus,15,NA,NA,38.15,adult,female,NA,alive,-44.549025,-23.018069,1998,Marco Mello
103,11,Bats,Chiroptera,Molossidae,Molossus,Molossus molossus,17,NA,NA,39.95,adult,male,NA,alive,-44.549025,-23.018069,1998,Marco Mello
104,11,Bats,Chiroptera,Molossidae,Molossus,Molossus molossus,16,NA,NA,37.8,adult,female,NA,alive,-44.549025,-23.018069,1998,Marco Mello
105,11,Bats,Chiroptera,Molossidae,Molossus,Molossus molossus,17,NA,NA,37.9,adult,female,NA,alive,-44.549025,-23.018069,1998,Marco Mello
106,11,Bats,Chiroptera,Molossidae,Molossus,Molossus molossus,18,NA,NA,37.95,adult,female,pregnant,alive,-44.863931,-23.356611,1998,Marco Mello
107,11,Bats,Chiroptera,Molossidae,Molossus,Molossus molossus,18,NA,NA,39.5,adult,female,pregnant,alive,-44.863931,-23.356611,1998,Marco Mello
108,11,Bats,Chiroptera,Molossidae,Molossus,Molossus molossus,15,NA,NA,37.95,adult,female,NA,alive,-44.863931,-23.356611,1998,Marco Mello
109,11,Bats,Chiroptera,Molossidae,Molossus,Molossus molossus,11,NA,NA,38.6,adult,male,NA,alive,-44.863931,-23.356611,1998,Marco Mello
110,11,Bats,Chiroptera,Molossidae,Molossus,Molossus molossus,17,NA,NA,40.2,adult,male,scroted,alive,-44.863931,-23.356611,1999,Marco Mello
111,11,Bats,Chiroptera,Molossidae,Molossus,Molossus molossus,20,NA,NA,38.5,adult,male,scroted,alive,-44.863931,-23.356611,1999,Marco Mello
112,11,Bats,Chiroptera,Molossidae,Molossus,Molossus molossus,22,NA,NA,39,adult,male,NA,alive,-44.863931,-23.356611,1999,Marco Mello
113,11,Bats,Chiroptera,Molossidae,Molossus,Molossus molossus,14,NA,NA,39.65,adult,female,NA,alive,-44.863931,-23.356611,1999,Marco Mello
114,11,Bats,Chiroptera,Molossidae,Molossus,Molossus molossus,14,NA,NA,40.74,adult,male,NA,alive,-44.863931,-23.356611,1999,Marco Mello
115,11,Bats,Chiroptera,Molossidae,Molossus,Molossus molossus,17,NA,NA,32.92,adult,female,pregnant,alive,-42.631058,-19.764111,2014,Marco Mello
116,11,Bats,Chiroptera,Molossidae,Molossus,Molossus molossus,12,NA,NA,37.22,adult,male,NA,alive,-42.631058,-19.764111,2014,Marco Mello
117,11,Bats,Chiroptera,Molossidae,Molossus,Molossus molossus,12,NA,NA,36.51,adult,male,NA,alive,-42.631058,-19.764111,2014,Marco Mello
118,11,Bats,Chiroptera,Molossidae,Molossus,Molossus molossus,17,NA,NA,36.94,adult,female,NA,alive,-42.631058,-19.764111,2014,Marco Mello
119,11,Bats,Chiroptera,Molossidae,Molossus,Molossus molossus,16,NA,NA,37.22,adult,female,NA,alive,-42.631058,-19.764111,2014,Marco Mello
120,11,Bats,Chiroptera,Molossidae,Molossus,Molossus molossus,17,NA,NA,37.86,adult,female,pregnant,alive,-42.631058,-19.764111,2014,Marco Mello
121,11,Bats,Chiroptera,Molossidae,Molossus,Molossus molossus,20,NA,NA,38.21,adult,male,scroted,alive,-42.631058,-19.764111,2014,Marco Mello
122,11,Bats,Chiroptera,Molossidae,Molossus,Molossus molossus,19,NA,NA,38.18,adult,female,pregnant,alive,-42.631058,-19.764111,2014,Marco Mello
123,11,Bats,Chiroptera,Molossidae,Molossus,Molossus molossus,20,NA,NA,37.92,adult,female,pregnant,alive,-42.631058,-19.764111,2014,Marco Mello
124,11,Bats,Chiroptera,Molossidae,Molossus,Molossus molossus,13,NA,NA,38.36,adult,male,NA,alive,-42.631058,-19.764111,2014,Marco Mello
125,11,Bats,Chiroptera,Molossidae,Molossus,Molossus molossus,16,NA,NA,40.5,adult,female,pregnant,alive,-42.631058,-19.764111,2016,Marco Mello
126,11,Bats,Chiroptera,Molossidae,Molossus,Molossus molossus,16,NA,NA,41.67,adult,male,NA,alive,-42.631058,-19.764111,2016,Marco Mello
127,11,Bats,Chiroptera,Molossidae,Molossus,Molossus molossus,15,NA,NA,39.69,adult,female,pregnant,alive,-42.631058,-19.764111,2016,Marco Mello
128,11,Bats,Chiroptera,Molossidae,Molossus,Molossus molossus,18,NA,NA,43.2,adult,female,pregnant,alive,-42.631058,-19.764111,2016,Marco Mello
129,11,Bats,Chiroptera,Molossidae,Molossus,Molossus molossus,15,NA,NA,38.43,adult,female,pregnant,alive,-42.631058,-19.764111,2016,Marco Mello
130,11,Bats,Chiroptera,Molossidae,Molossus,Molossus molossus,16,NA,NA,40.06,adult,female,NA,alive,-42.631058,-19.764111,2016,Marco Mello
131,11,Bats,Chiroptera,Molossidae,Molossus,Molossus molossus,14,NA,NA,38.14,adult,female,NA,alive,-42.631058,-19.764111,2016,Marco Mello
132,11,Bats,Chiroptera,Molossidae,Molossus,Molossus molossus,15,NA,NA,40.86,adult,female,NA,alive,-42.631058,-19.764111,2016,Marco Mello
133,11,Bats,Chiroptera,Molossidae,Molossus,Molossus molossus,18,NA,NA,37.91,adult,male,NA,alive,-42.631058,-19.764111,2016,Marco Mello
134,11,Bats,Chiroptera,Molossidae,Molossus,Molossus molossus,14,NA,NA,36.45,adult,female,NA,alive,-42.631058,-19.764111,2016,Marco Mello
135,11,Bats,Chiroptera,Molossidae,Molossus,Molossus molossus,18,NA,NA,42.56,adult,female,NA,alive,-42.631058,-19.764111,2016,Marco Mello
136,11,Bats,Chiroptera,Molossidae,Molossus,Molossus molossus,16,NA,NA,37.77,adult,male,scroted,alive,-42.631058,-19.764111,2016,Marco Mello
137,11,Bats,Chiroptera,Molossidae,Molossus,Molossus molossus,18,NA,NA,39.1,adult,male,NA,alive,-42.631058,-19.764111,2016,Marco Mello
138,12,Bats,Chiroptera,Molossidae,Molossus,Molossus rufus,35,NA,NA,NA,adult,male,NA,alive,-35.060858,-7.895118,2012,Alb_rico Queiroz
139,12,Bats,Chiroptera,Molossidae,Molossus,Molossus rufus,34,NA,NA,NA,adult,male,NA,alive,-35.060858,-7.895118,2012,Alb_rico Queiroz
140,12,Bats,Chiroptera,Molossidae,Molossus,Molossus rufus,30,NA,NA,NA,adult,male,NA,alive,-35.060858,-7.895118,2012,Alb_rico Queiroz
141,12,Bats,Chiroptera,Molossidae,Molossus,Molossus rufus,37,NA,NA,NA,adult,male,NA,alive,-35.060858,-7.895118,2012,Alb_rico Queiroz
142,12,Bats,Chiroptera,Molossidae,Molossus,Molossus rufus,32,NA,NA,NA,adult,female,NA,alive,-35.060858,-7.895118,2012,Alb_rico Queiroz
143,12,Bats,Chiroptera,Molossidae,Molossus,Molossus rufus,30,NA,NA,NA,adult,female,NA,alive,-35.060858,-7.895118,2012,Alb_rico Queiroz
144,12,Bats,Chiroptera,Molossidae,Molossus,Molossus rufus,37,NA,NA,NA,adult,male,NA,alive,-35.060858,-7.895118,2012,Alb_rico Queiroz
145,12,Bats,Chiroptera,Molossidae,Molossus,Molossus rufus,32,NA,NA,NA,adult,female,NA,alive,-35.060858,-7.895118,2012,Alb_rico Queiroz
146,12,Bats,Chiroptera,Molossidae,Molossus,Molossus rufus,33,NA,NA,NA,adult,male,NA,alive,-35.060858,-7.895118,2012,Alb_rico Queiroz
147,12,Bats,Chiroptera,Molossidae,Molossus,Molossus rufus,25,NA,NA,NA,adult,female,NA,alive,-35.060858,-7.895118,2012,Alb_rico Queiroz
148,12,Bats,Chiroptera,Molossidae,Molossus,Molossus rufus,38,NA,NA,NA,adult,male,NA,alive,-35.060858,-7.895118,2012,Alb_rico Queiroz
149,12,Bats,Chiroptera,Molossidae,Molossus,Molossus rufus,30,NA,NA,NA,adult,male,NA,alive,-35.060858,-7.895118,2012,Alb_rico Queiroz
150,12,Bats,Chiroptera,Molossidae,Molossus,Molossus rufus,29,NA,NA,NA,adult,female,NA,alive,-35.060858,-7.895118,2012,Alb_rico Queiroz
151,12,Bats,Chiroptera,Molossidae,Molossus,Molossus rufus,29,NA,NA,NA,adult,male,NA,alive,-35.060858,-7.895118,2012,Alb_rico Queiroz
152,12,Bats,Chiroptera,Molossidae,Molossus,Molossus rufus,28,NA,NA,51,NA,male,NA,dead,-40.359722,-20.365833,2011,Yuri Leite
153,12,Bats,Chiroptera,Molossidae,Molossus,Molossus rufus,37,NA,NA,50.7,adult,male,NA,alive,-35.176389,-8.7305,2014,Eder Barbier
154,12,Bats,Chiroptera,Molossidae,Molossus,Molossus rufus,36,NA,NA,52.2,adult,male,NA,alive,-42.261961,-22.583797,1997,Marco Mello
155,12,Bats,Chiroptera,Molossidae,Molossus,Molossus rufus,40,NA,NA,51.6,adult,female,NA,alive,-42.261961,-22.583797,1997,Marco Mello
156,12,Bats,Chiroptera,Molossidae,Molossus,Molossus rufus,33,NA,NA,52.05,adult,male,NA,alive,-42.261961,-22.583797,1997,Marco Mello
157,12,Bats,Chiroptera,Molossidae,Molossus,Molossus rufus,29,NA,NA,50.85,adult,female,NA,alive,-42.261961,-22.583797,1997,Marco Mello
158,12,Bats,Chiroptera,Molossidae,Molossus,Molossus rufus,38,NA,NA,52.05,adult,female,NA,alive,-42.261961,-22.583797,1997,Marco Mello
159,12,Bats,Chiroptera,Molossidae,Molossus,Molossus rufus,40,NA,NA,50.35,adult,female,NA,alive,-42.261961,-22.583797,1997,Marco Mello
160,12,Bats,Chiroptera,Molossidae,Molossus,Molossus rufus,40,NA,NA,52.05,adult,female,NA,alive,-42.261961,-22.583797,1997,Marco Mello
161,12,Bats,Chiroptera,Molossidae,Molossus,Molossus rufus,25,NA,NA,NA,juvenile,male,NA,alive,-42.261961,-22.583797,1997,Marco Mello
162,12,Bats,Chiroptera,Molossidae,Molossus,Molossus rufus,43,NA,NA,50.15,adult,female,NA,alive,-42.261961,-22.583797,1997,Marco Mello
163,12,Bats,Chiroptera,Molossidae,Molossus,Molossus rufus,32,NA,NA,50.3,adult,female,NA,alive,-42.261961,-22.583797,1997,Marco Mello
164,12,Bats,Chiroptera,Molossidae,Molossus,Molossus rufus,39,NA,NA,50.7,adult,female,NA,alive,-42.261961,-22.583797,1997,Marco Mello
165,12,Bats,Chiroptera,Molossidae,Molossus,Molossus rufus,43,NA,NA,50.5,adult,female,NA,alive,-42.261961,-22.583797,1997,Marco Mello
166,12,Bats,Chiroptera,Molossidae,Molossus,Molossus rufus,29,NA,NA,50.15,adult,female,NA,alive,-42.261961,-22.583797,1997,Marco Mello
167,12,Bats,Chiroptera,Molossidae,Molossus,Molossus rufus,37,NA,NA,53.3,adult,female,NA,alive,-42.261961,-22.583797,1997,Marco Mello
168,12,Bats,Chiroptera,Molossidae,Molossus,Molossus rufus,30,NA,NA,50.25,adult,female,NA,alive,-42.261961,-22.583797,1997,Marco Mello
