ID_register,ID_sp,Group,order,family,genus,binomial,body_mass,body_length,tail_length,forearm,age,sex,reproductive_stage,status,longitude,latitude,year,collector_name
13947,60,Bats,Chiroptera,Phyllostomidae,Platyrrhinus,Platyrrhinus lineatus,30,NA,NA,51.5,adult,female,pregnant,alive,-56.733333,-20.616667,2017,"A.Erikson, M.Silveira, C.F.Santos, E.Fischer"
13948,60,Bats,Chiroptera,Phyllostomidae,Platyrrhinus,Platyrrhinus lineatus,25,NA,NA,47.35,adult,male,NA,alive,-56.733333,-20.616667,2017,"A.Erikson, M.Silveira, C.F.Santos, E.Fischer"
13949,60,Bats,Chiroptera,Phyllostomidae,Platyrrhinus,Platyrrhinus lineatus,25,NA,NA,46.85,adult,male,NA,alive,-56.733333,-20.616667,2017,"A.Erikson, M.Silveira, C.F.Santos, E.Fischer"
13950,60,Bats,Chiroptera,Phyllostomidae,Platyrrhinus,Platyrrhinus lineatus,24,NA,NA,48.95,adult,male,NA,alive,-56.733333,-20.616667,2017,"A.Erikson, M.Silveira, C.F.Santos, E.Fischer"
13951,60,Bats,Chiroptera,Phyllostomidae,Platyrrhinus,Platyrrhinus lineatus,38,NA,NA,49.5,adult,female,pregnant,alive,-56.733333,-20.616667,2017,"A.Erikson, M.Silveira, C.F.Santos, E.Fischer"
13952,60,Bats,Chiroptera,Phyllostomidae,Platyrrhinus,Platyrrhinus lineatus,24,NA,NA,48.5,adult,male,NA,alive,-56.733333,-20.616667,2017,"A.Erikson, M.Silveira, C.F.Santos, E.Fischer"
13953,60,Bats,Chiroptera,Phyllostomidae,Platyrrhinus,Platyrrhinus lineatus,33,NA,NA,46,adult,male,NA,alive,-56.733333,-20.616667,2017,"A.Erikson, M.Silveira, C.F.Santos, E.Fischer"
13954,60,Bats,Chiroptera,Phyllostomidae,Platyrrhinus,Platyrrhinus lineatus,28,NA,NA,47.35,adult,female,pregnant,alive,-56.733333,-20.616667,2017,"A.Erikson, M.Silveira, C.F.Santos, E.Fischer"
13955,60,Bats,Chiroptera,Phyllostomidae,Platyrrhinus,Platyrrhinus lineatus,27,NA,NA,46.65,adult,male,NA,alive,-56.733333,-20.616667,2017,"A.Erikson, M.Silveira, C.F.Santos, E.Fischer"
13956,60,Bats,Chiroptera,Phyllostomidae,Platyrrhinus,Platyrrhinus lineatus,15,NA,NA,47,juvenile,male,NA,alive,-56.733333,-20.616667,2017,"A.Erikson, M.Silveira, C.F.Santos, E.Fischer"
13957,60,Bats,Chiroptera,Phyllostomidae,Platyrrhinus,Platyrrhinus lineatus,25,NA,NA,50.5,adult,female,NA,alive,-56.733333,-20.616667,2017,"A.Erikson, M.Silveira, C.F.Santos, E.Fischer"
13958,60,Bats,Chiroptera,Phyllostomidae,Platyrrhinus,Platyrrhinus lineatus,17,NA,NA,49.7,adult,female,NA,alive,-56.733333,-20.616667,2017,"A.Erikson, M.Silveira, C.F.Santos, E.Fischer"
13959,60,Bats,Chiroptera,Phyllostomidae,Platyrrhinus,Platyrrhinus lineatus,20,NA,NA,47.7,adult,male,NA,alive,-56.733333,-20.616667,2017,"A.Erikson, M.Silveira, C.F.Santos, E.Fischer"
13960,60,Bats,Chiroptera,Phyllostomidae,Platyrrhinus,Platyrrhinus lineatus,24,NA,NA,46.6,adult,male,NA,alive,-56.733333,-20.616667,2017,"A.Erikson, M.Silveira, C.F.Santos, E.Fischer"
13961,60,Bats,Chiroptera,Phyllostomidae,Platyrrhinus,Platyrrhinus lineatus,20,NA,NA,48,adult,male,NA,alive,-56.733333,-20.616667,2017,"A.Erikson, M.Silveira, C.F.Santos, E.Fischer"
13962,60,Bats,Chiroptera,Phyllostomidae,Platyrrhinus,Platyrrhinus lineatus,25,NA,NA,49,adult,male,NA,alive,-56.733333,-20.616667,2017,"A.Erikson, M.Silveira, C.F.Santos, E.Fischer"
13963,60,Bats,Chiroptera,Phyllostomidae,Platyrrhinus,Platyrrhinus lineatus,25,NA,NA,48.15,adult,male,NA,alive,-56.733333,-20.616667,2017,"A.Erikson, M.Silveira, C.F.Santos, E.Fischer"
13964,60,Bats,Chiroptera,Phyllostomidae,Platyrrhinus,Platyrrhinus lineatus,28,NA,NA,48.5,adult,female,pregnant,alive,-56.733333,-20.616667,2017,"A.Erikson, M.Silveira, C.F.Santos, E.Fischer"
13965,60,Bats,Chiroptera,Phyllostomidae,Platyrrhinus,Platyrrhinus lineatus,30,NA,NA,49,adult,female,pregnant,alive,-56.733333,-20.616667,2017,"A.Erikson, M.Silveira, C.F.Santos, E.Fischer"
13966,60,Bats,Chiroptera,Phyllostomidae,Platyrrhinus,Platyrrhinus lineatus,22,NA,NA,49,adult,male,NA,alive,-56.733333,-20.616667,2017,"A.Erikson, M.Silveira, C.F.Santos, E.Fischer"
13967,60,Bats,Chiroptera,Phyllostomidae,Platyrrhinus,Platyrrhinus lineatus,25,NA,NA,50,juvenile,male,NA,alive,-56.733333,-20.616667,2017,"A.Erikson, M.Silveira, C.F.Santos, E.Fischer"
13968,60,Bats,Chiroptera,Phyllostomidae,Platyrrhinus,Platyrrhinus lineatus,25,NA,NA,52,adult,male,NA,alive,-56.733333,-20.616667,2017,"A.Erikson, M.Silveira, C.F.Santos, E.Fischer"
13969,60,Bats,Chiroptera,Phyllostomidae,Platyrrhinus,Platyrrhinus lineatus,25,NA,NA,51.9,adult,male,NA,alive,-56.733333,-20.616667,2017,"A.Erikson, M.Silveira, C.F.Santos, E.Fischer"
13970,60,Bats,Chiroptera,Phyllostomidae,Platyrrhinus,Platyrrhinus lineatus,NA,NA,NA,46,adult,male,NA,alive,-56.733333,-20.616667,2017,"A.Erikson, M.Silveira, C.F.Santos, E.Fischer"
13971,60,Bats,Chiroptera,Phyllostomidae,Platyrrhinus,Platyrrhinus lineatus,15,NA,NA,48.7,adult,male,NA,alive,-56.733333,-20.616667,2017,"A.Erikson, M.Silveira, C.F.Santos, E.Fischer"
13972,60,Bats,Chiroptera,Phyllostomidae,Platyrrhinus,Platyrrhinus lineatus,30,NA,NA,48.5,adult,female,pregnant,alive,-56.733333,-20.616667,2017,"A.Erikson, M.Silveira, C.F.Santos, E.Fischer"
13973,60,Bats,Chiroptera,Phyllostomidae,Platyrrhinus,Platyrrhinus lineatus,23,NA,NA,47.8,adult,male,NA,alive,-56.733333,-20.616667,2017,"A.Erikson, M.Silveira, C.F.Santos, E.Fischer"
13974,60,Bats,Chiroptera,Phyllostomidae,Platyrrhinus,Platyrrhinus lineatus,30,NA,NA,48.7,adult,female,pregnant,alive,-56.733333,-20.616667,2017,"A.Erikson, M.Silveira, C.F.Santos, E.Fischer"
13975,60,Bats,Chiroptera,Phyllostomidae,Platyrrhinus,Platyrrhinus lineatus,28,NA,NA,48,adult,male,NA,alive,-56.733333,-20.616667,2017,"A.Erikson, M.Silveira, C.F.Santos, E.Fischer"
13976,60,Bats,Chiroptera,Phyllostomidae,Platyrrhinus,Platyrrhinus lineatus,25,NA,NA,46.7,adult,female,pregnant,alive,-56.733333,-20.616667,2017,"A.Erikson, M.Silveira, C.F.Santos, E.Fischer"
13977,60,Bats,Chiroptera,Phyllostomidae,Platyrrhinus,Platyrrhinus lineatus,21,NA,NA,61,adult,female,pregnant,alive,-56.733333,-20.616667,2017,"A.Erikson, M.Silveira, C.F.Santos, E.Fischer"
13978,60,Bats,Chiroptera,Phyllostomidae,Platyrrhinus,Platyrrhinus lineatus,24,NA,NA,48.8,adult,female,pregnant,alive,-56.733333,-20.616667,2017,"A.Erikson, M.Silveira, C.F.Santos, E.Fischer"
13979,60,Bats,Chiroptera,Phyllostomidae,Platyrrhinus,Platyrrhinus lineatus,22,NA,NA,50.2,adult,female,pregnant,alive,-56.733333,-20.616667,2017,"A.Erikson, M.Silveira, C.F.Santos, E.Fischer"
13980,60,Bats,Chiroptera,Phyllostomidae,Platyrrhinus,Platyrrhinus lineatus,25,NA,NA,47.95,adult,female,pregnant,alive,-56.733333,-20.616667,2017,"A.Erikson, M.Silveira, C.F.Santos, E.Fischer"
13981,60,Bats,Chiroptera,Phyllostomidae,Platyrrhinus,Platyrrhinus lineatus,25,NA,NA,48,adult,male,NA,alive,-56.733333,-20.616667,2017,"A.Erikson, M.Silveira, C.F.Santos, E.Fischer"
13982,60,Bats,Chiroptera,Phyllostomidae,Platyrrhinus,Platyrrhinus lineatus,28,NA,NA,49.4,adult,female,pregnant,alive,-56.733333,-20.616667,2017,"A.Erikson, M.Silveira, C.F.Santos, E.Fischer"
13983,60,Bats,Chiroptera,Phyllostomidae,Platyrrhinus,Platyrrhinus lineatus,17.5,NA,NA,43.9,adult,male,NA,alive,-47.927904,-25.086371,2007,Lucas de Almeida Alves
13984,60,Bats,Chiroptera,Phyllostomidae,Platyrrhinus,Platyrrhinus lineatus,19.5,NA,NA,43.5,adult,male,NA,dead,-47.927904,-25.086371,2007,Lucas de Almeida Alves
13985,60,Bats,Chiroptera,Phyllostomidae,Platyrrhinus,Platyrrhinus lineatus,22.5,NA,NA,42.6,juvenile,male,NA,alive,-47.927904,-25.086371,2007,Lucas de Almeida Alves
13986,60,Bats,Chiroptera,Phyllostomidae,Platyrrhinus,Platyrrhinus lineatus,14,NA,NA,41.9,adult,male,NA,alive,-47.927904,-25.086371,2007,Lucas de Almeida Alves
13987,60,Bats,Chiroptera,Phyllostomidae,Platyrrhinus,Platyrrhinus lineatus,20,NA,NA,41.7,juvenile,male,NA,alive,-47.927904,-25.086371,2007,Lucas de Almeida Alves
13988,60,Bats,Chiroptera,Phyllostomidae,Platyrrhinus,Platyrrhinus lineatus,20.5,NA,NA,44,adult,male,NA,alive,-47.927904,-25.086371,2007,Lucas de Almeida Alves
13989,60,Bats,Chiroptera,Phyllostomidae,Platyrrhinus,Platyrrhinus lineatus,23,NA,NA,42.9,adult,male,NA,alive,-47.927904,-25.086371,2007,Lucas de Almeida Alves
13990,60,Bats,Chiroptera,Phyllostomidae,Platyrrhinus,Platyrrhinus lineatus,27,NA,NA,47.5,juvenile,female,NA,alive,-35.116667,-6.933333,2011,Enrico Bernard
13991,60,Bats,Chiroptera,Phyllostomidae,Platyrrhinus,Platyrrhinus lineatus,26,NA,NA,48.5,adult,female,pregnant,alive,-35.116667,-6.933333,2011,Enrico Bernard
13992,60,Bats,Chiroptera,Phyllostomidae,Platyrrhinus,Platyrrhinus lineatus,25,NA,NA,47.8,adult,male,NA,alive,-35.176389,-8.7305,2014,Eder Barbier
13993,60,Bats,Chiroptera,Phyllostomidae,Platyrrhinus,Platyrrhinus lineatus,31,NA,NA,49,adult,female,pregnant,alive,-35.176389,-8.7305,2014,Eder Barbier
13994,60,Bats,Chiroptera,Phyllostomidae,Platyrrhinus,Platyrrhinus lineatus,38,NA,NA,54.84,adult,female,NA,alive,-48.27359,-24.308772,2000,Fernando C. Passos
13995,60,Bats,Chiroptera,Phyllostomidae,Platyrrhinus,Platyrrhinus lineatus,24,NA,NA,43.14,adult,female,NA,alive,-48.27359,-24.308772,2001,Fernando C. Passos
13996,60,Bats,Chiroptera,Phyllostomidae,Platyrrhinus,Platyrrhinus lineatus,26,NA,NA,44.38,adult,female,NA,alive,-48.27359,-24.308772,2002,Fernando C. Passos
13997,60,Bats,Chiroptera,Phyllostomidae,Platyrrhinus,Platyrrhinus lineatus,20,NA,NA,41.6,adult,female,NA,alive,-42.261961,-22.583797,1998,Marco Mello
13998,60,Bats,Chiroptera,Phyllostomidae,Platyrrhinus,Platyrrhinus lineatus,25,NA,NA,41.4,adult,female,pregnant,alive,-42.261961,-22.583797,1998,Marco Mello
13999,60,Bats,Chiroptera,Phyllostomidae,Platyrrhinus,Platyrrhinus lineatus,19,NA,NA,39.7,adult,male,NA,alive,-42.261961,-22.583797,1999,Marco Mello
14000,60,Bats,Chiroptera,Phyllostomidae,Platyrrhinus,Platyrrhinus lineatus,20,NA,NA,43.4,adult,female,NA,alive,-42.261961,-22.583797,1999,Marco Mello
14001,60,Bats,Chiroptera,Phyllostomidae,Platyrrhinus,Platyrrhinus lineatus,18,NA,NA,41.6,adult,male,NA,alive,-42.261961,-22.583797,1999,Marco Mello
14002,60,Bats,Chiroptera,Phyllostomidae,Platyrrhinus,Platyrrhinus lineatus,21,NA,NA,42.25,adult,male,NA,alive,-42.261961,-22.583797,1999,Marco Mello
14003,60,Bats,Chiroptera,Phyllostomidae,Platyrrhinus,Platyrrhinus lineatus,19,NA,NA,42.41,adult,male,NA,alive,-42.261961,-22.583797,1999,Marco Mello
14004,60,Bats,Chiroptera,Phyllostomidae,Platyrrhinus,Platyrrhinus lineatus,18,NA,NA,41.02,adult,male,NA,alive,-42.261961,-22.583797,2000,Marco Mello
14005,60,Bats,Chiroptera,Phyllostomidae,Platyrrhinus,Platyrrhinus lineatus,19,NA,NA,43.5,adult,male,NA,alive,-42.261961,-22.583797,2000,Marco Mello
14006,60,Bats,Chiroptera,Phyllostomidae,Platyrrhinus,Platyrrhinus lineatus,18,NA,NA,42.05,adult,male,NA,alive,-42.261961,-22.583797,2000,Marco Mello
14007,60,Bats,Chiroptera,Phyllostomidae,Platyrrhinus,Platyrrhinus lineatus,19,NA,NA,42.39,adult,male,NA,alive,-42.261961,-22.583797,2000,Marco Mello
14008,60,Bats,Chiroptera,Phyllostomidae,Platyrrhinus,Platyrrhinus lineatus,19,NA,NA,41.56,adult,female,NA,alive,-42.261961,-22.583797,2001,Marco Mello
14009,60,Bats,Chiroptera,Phyllostomidae,Platyrrhinus,Platyrrhinus lineatus,19,NA,NA,40.53,adult,male,NA,alive,-42.261961,-22.583797,2001,Marco Mello
14010,60,Bats,Chiroptera,Phyllostomidae,Platyrrhinus,Platyrrhinus lineatus,17,NA,NA,42.65,adult,male,NA,alive,-42.261961,-22.583797,2001,Marco Mello
14011,60,Bats,Chiroptera,Phyllostomidae,Platyrrhinus,Platyrrhinus lineatus,24,NA,NA,47.91,adult,female,NA,alive,-42.261961,-22.583797,2001,Marco Mello
14012,60,Bats,Chiroptera,Phyllostomidae,Platyrrhinus,Platyrrhinus lineatus,24,NA,NA,47.45,adult,female,NA,alive,-42.261961,-22.583797,2001,Marco Mello
14013,60,Bats,Chiroptera,Phyllostomidae,Platyrrhinus,Platyrrhinus lineatus,20,NA,NA,43.4,adult,female,NA,alive,-44.863931,-23.356611,1999,Marco Mello
14014,60,Bats,Chiroptera,Phyllostomidae,Platyrrhinus,Platyrrhinus lineatus,26,NA,NA,42.4,adult,male,scroted,alive,-43.015906,-22.522444,2001,Marco Mello
14015,60,Bats,Chiroptera,Phyllostomidae,Platyrrhinus,Platyrrhinus lineatus,24,NA,NA,40,adult,female,NA,alive,-43.015906,-22.522444,2001,Marco Mello
14016,60,Bats,Chiroptera,Phyllostomidae,Platyrrhinus,Platyrrhinus lineatus,19,NA,NA,43.8,NA,female,NA,alive,-43.015906,-22.522444,1998,Marco Mello
14017,60,Bats,Chiroptera,Phyllostomidae,Platyrrhinus,Platyrrhinus lineatus,24,NA,NA,42.6,adult,female,pregnant,alive,-43.015906,-22.522444,1998,Marco Mello
14018,60,Bats,Chiroptera,Phyllostomidae,Platyrrhinus,Platyrrhinus lineatus,22,NA,NA,40.4,adult,female,pregnant,alive,-43.015906,-22.522444,1998,Marco Mello
14019,60,Bats,Chiroptera,Phyllostomidae,Platyrrhinus,Platyrrhinus lineatus,24,NA,NA,41.75,adult,female,pregnant,alive,-43.015906,-22.522444,1998,Marco Mello
14020,60,Bats,Chiroptera,Phyllostomidae,Platyrrhinus,Platyrrhinus lineatus,24,NA,NA,42,adult,female,pregnant,alive,-43.015906,-22.522444,1998,Marco Mello
14021,60,Bats,Chiroptera,Phyllostomidae,Platyrrhinus,Platyrrhinus lineatus,33,NA,NA,42.36,adult,female,NA,alive,-42.036272,-22.421639,1999,Marco Mello
14022,60,Bats,Chiroptera,Phyllostomidae,Platyrrhinus,Platyrrhinus lineatus,21,NA,NA,NA,adult,female,NA,alive,-42.036272,-22.421639,1999,Marco Mello
14023,60,Bats,Chiroptera,Phyllostomidae,Platyrrhinus,Platyrrhinus lineatus,21,NA,NA,44.19,adult,female,NA,alive,-42.036272,-22.421639,1999,Marco Mello
14024,60,Bats,Chiroptera,Phyllostomidae,Platyrrhinus,Platyrrhinus lineatus,19,NA,NA,41.86,adult,male,NA,alive,-42.036272,-22.421639,1999,Marco Mello
14025,60,Bats,Chiroptera,Phyllostomidae,Platyrrhinus,Platyrrhinus lineatus,22,NA,NA,46.58,adult,male,NA,alive,-47.869958,-21.972222,2007,"Marco, Tiago, Patricia"
14026,60,Bats,Chiroptera,Phyllostomidae,Platyrrhinus,Platyrrhinus lineatus,22,NA,NA,45.89,adult,male,NA,alive,-47.869958,-21.972222,2007,"Marco, Tiago, Patr芯ia,Fl嘛ia,Danilo"
14027,60,Bats,Chiroptera,Phyllostomidae,Platyrrhinus,Platyrrhinus lineatus,20,NA,NA,42.08,adult,male,NA,alive,-47.846081,-21.963667,2007,"Marco, Tiago, Patricia, Reinaldo, Talita, Luana"
14028,60,Bats,Chiroptera,Phyllostomidae,Platyrrhinus,Platyrrhinus lineatus,24,NA,NA,47.32,adult,male,NA,alive,-47.869958,-21.972222,2007,"Marco, Tiago, Patr芯ia, Reinaldo, Turma ERN.702"
14029,60,Bats,Chiroptera,Phyllostomidae,Platyrrhinus,Platyrrhinus lineatus,24,NA,NA,46.82,adult,male,scroted,alive,-47.846081,-21.963667,2007,"Marco, Tiago, Patricia"
14030,60,Bats,Chiroptera,Phyllostomidae,Platyrrhinus,Platyrrhinus lineatus,22,NA,NA,46.55,adult,male,NA,alive,-47.846081,-21.963667,2007,"Marco, Tiago, Patricia"
14031,60,Bats,Chiroptera,Phyllostomidae,Platyrrhinus,Platyrrhinus lineatus,21,NA,NA,45.46,adult,female,NA,alive,-47.846081,-21.963667,2007,"Marco, Tiago, Patricia"
14032,60,Bats,Chiroptera,Phyllostomidae,Platyrrhinus,Platyrrhinus lineatus,20,NA,NA,NA,adult,male,NA,alive,-47.869958,-21.972222,2008,"Tiago, Patr芯ia"
14033,60,Bats,Chiroptera,Phyllostomidae,Platyrrhinus,Platyrrhinus lineatus,23,NA,NA,46.68,adult,female,NA,alive,-47.929669,-25.095306,2008,"Tiago, Patricia, Fernanda, Luana"
14034,60,Bats,Chiroptera,Phyllostomidae,Platyrrhinus,Platyrrhinus lineatus,24,NA,NA,46.2,adult,male,NA,alive,-43.972322,-19.876472,2013,Marco Mello
14035,60,Bats,Chiroptera,Phyllostomidae,Platyrrhinus,Platyrrhinus lineatus,24,NA,NA,44.28,adult,female,NA,alive,-43.916333,-19.89325,2014,Marco Mello
14036,60,Bats,Chiroptera,Phyllostomidae,Platyrrhinus,Platyrrhinus lineatus,24,NA,NA,47.96,adult,female,NA,alive,-43.916333,-19.89325,2014,Marco Mello
14037,60,Bats,Chiroptera,Phyllostomidae,Platyrrhinus,Platyrrhinus lineatus,26,NA,NA,48.51,adult,female,NA,alive,-43.916333,-19.89325,2014,Marco Mello
14038,60,Bats,Chiroptera,Phyllostomidae,Platyrrhinus,Platyrrhinus lineatus,21,NA,NA,46.68,adult,male,NA,alive,-43.916333,-19.89325,2014,Marco Mello
14039,60,Bats,Chiroptera,Phyllostomidae,Platyrrhinus,Platyrrhinus lineatus,30,NA,NA,46.2,adult,female,NA,alive,-43.607339,-19.353528,2014,Marco Mello
14040,60,Bats,Chiroptera,Phyllostomidae,Platyrrhinus,Platyrrhinus lineatus,24,NA,NA,48.28,adult,male,scroted,alive,-43.607339,-19.353528,2015,Marco Mello
14041,60,Bats,Chiroptera,Phyllostomidae,Platyrrhinus,Platyrrhinus lineatus,29,NA,NA,45.1,adult,female,pregnant,alive,-43.607339,-19.353528,2015,Marco Mello
14042,61,Bats,Chiroptera,Phyllostomidae,Platyrrhinus,Platyrrhinus recifinus,22,NA,NA,45.85,adult,male,NA,alive,-52.5,-22.4,2013,Alessandra Nava
14043,61,Bats,Chiroptera,Phyllostomidae,Platyrrhinus,Platyrrhinus recifinus,24,NA,NA,47.2,adult,female,NA,alive,-52.5,-22.4,2013,Alessandra Nava
14044,61,Bats,Chiroptera,Phyllostomidae,Platyrrhinus,Platyrrhinus recifinus,24,NA,NA,46.75,adult,female,pregnant,alive,-52.5,-22.4,2013,Alessandra Nava
14045,61,Bats,Chiroptera,Phyllostomidae,Platyrrhinus,Platyrrhinus recifinus,23,NA,NA,48.8,adult,female,pregnant,alive,-52.5,-22.4,2013,Alessandra Nava
14046,61,Bats,Chiroptera,Phyllostomidae,Platyrrhinus,Platyrrhinus recifinus,23,NA,NA,45.7,adult,female,pregnant,alive,-52.5,-22.4,2013,Alessandra Nava
14047,61,Bats,Chiroptera,Phyllostomidae,Platyrrhinus,Platyrrhinus recifinus,26,NA,NA,49.7,juvenile,female,NA,alive,-52.5,-22.4,2013,Alessandra Nava
14048,61,Bats,Chiroptera,Phyllostomidae,Platyrrhinus,Platyrrhinus recifinus,24,NA,NA,48.1,adult,male,NA,alive,-52.5,-22.4,2013,Alessandra Nava
14049,61,Bats,Chiroptera,Phyllostomidae,Platyrrhinus,Platyrrhinus recifinus,23,NA,NA,46.4,adult,female,pregnant,alive,-52.5,-22.4,2013,Alessandra Nava
14050,61,Bats,Chiroptera,Phyllostomidae,Platyrrhinus,Platyrrhinus recifinus,23,NA,NA,47.7,adult,male,NA,alive,-52.5,-22.4,2013,Alessandra Nava
14051,61,Bats,Chiroptera,Phyllostomidae,Platyrrhinus,Platyrrhinus recifinus,27,NA,NA,46.9,adult,female,NA,alive,-52.5,-22.4,2013,Alessandra Nava
14052,61,Bats,Chiroptera,Phyllostomidae,Platyrrhinus,Platyrrhinus recifinus,19,NA,NA,40.2,adult,female,NA,alive,-39.132222,-15.173056,1997,Deborah Faria & Julio Baumgarten
14053,61,Bats,Chiroptera,Phyllostomidae,Platyrrhinus,Platyrrhinus recifinus,21,NA,NA,41,adult,female,NA,alive,-39.132222,-15.173056,1997,Deborah Faria & Julio Baumgarten
14054,61,Bats,Chiroptera,Phyllostomidae,Platyrrhinus,Platyrrhinus recifinus,17,NA,NA,39.9,adult,female,NA,alive,-39.132222,-15.173056,1998,Deborah Faria & Julio Baumgarten
14055,61,Bats,Chiroptera,Phyllostomidae,Platyrrhinus,Platyrrhinus recifinus,17,NA,NA,40.8,adult,male,NA,alive,-39.132222,-15.173056,1998,Deborah Faria & Julio Baumgarten
14056,61,Bats,Chiroptera,Phyllostomidae,Platyrrhinus,Platyrrhinus recifinus,19,NA,NA,42.2,adult,female,NA,alive,-39.132222,-15.173056,1998,Deborah Faria & Julio Baumgarten
14057,61,Bats,Chiroptera,Phyllostomidae,Platyrrhinus,Platyrrhinus recifinus,15.5,NA,NA,40.2,adult,male,NA,alive,-39.132222,-15.173056,1998,Deborah Faria & Julio Baumgarten
14058,61,Bats,Chiroptera,Phyllostomidae,Platyrrhinus,Platyrrhinus recifinus,17,NA,NA,40.5,adult,male,NA,alive,-39.132222,-15.173056,1998,Deborah Faria & Julio Baumgarten
14059,61,Bats,Chiroptera,Phyllostomidae,Platyrrhinus,Platyrrhinus recifinus,17.5,NA,NA,40.9,adult,male,NA,alive,-39.132222,-15.173056,1998,Deborah Faria & Julio Baumgarten
14060,61,Bats,Chiroptera,Phyllostomidae,Platyrrhinus,Platyrrhinus recifinus,23,NA,NA,45,adult,male,NA,alive,-39.132222,-15.173056,1998,Deborah Faria & Julio Baumgarten
14061,61,Bats,Chiroptera,Phyllostomidae,Platyrrhinus,Platyrrhinus recifinus,19.5,NA,NA,41,adult,male,NA,alive,-39.132222,-15.173056,1998,Deborah Faria & Julio Baumgarten
14062,61,Bats,Chiroptera,Phyllostomidae,Platyrrhinus,Platyrrhinus recifinus,18,NA,NA,40.1,adult,female,NA,alive,-39.132222,-15.173056,1998,Deborah Faria & Julio Baumgarten
14063,61,Bats,Chiroptera,Phyllostomidae,Platyrrhinus,Platyrrhinus recifinus,18,NA,NA,40.5,adult,female,NA,alive,-39.132222,-15.173056,1999,Deborah Faria & Julio Baumgarten
14064,61,Bats,Chiroptera,Phyllostomidae,Platyrrhinus,Platyrrhinus recifinus,19,NA,NA,42.4,adult,male,NA,alive,-39.132222,-15.173056,1999,Deborah Faria & Julio Baumgarten
14065,61,Bats,Chiroptera,Phyllostomidae,Platyrrhinus,Platyrrhinus recifinus,23,NA,NA,42.5,adult,female,NA,alive,-39.132222,-15.173056,1999,Deborah Faria & Julio Baumgarten
14066,61,Bats,Chiroptera,Phyllostomidae,Platyrrhinus,Platyrrhinus recifinus,16.5,NA,NA,41.9,adult,male,NA,alive,-39.132222,-15.173056,1999,Deborah Faria & Julio Baumgarten
14067,61,Bats,Chiroptera,Phyllostomidae,Platyrrhinus,Platyrrhinus recifinus,18.5,NA,NA,43.2,adult,male,NA,alive,-39.132222,-15.173056,1999,Deborah Faria & Julio Baumgarten
14068,61,Bats,Chiroptera,Phyllostomidae,Platyrrhinus,Platyrrhinus recifinus,16,NA,NA,41.6,adult,female,NA,alive,-39.132222,-15.173056,1999,Deborah Faria & Julio Baumgarten
14069,61,Bats,Chiroptera,Phyllostomidae,Platyrrhinus,Platyrrhinus recifinus,16,NA,NA,41.7,adult,male,NA,dead,-40.813889,-18.874722,2006,Yuri Leite
14070,61,Bats,Chiroptera,Phyllostomidae,Platyrrhinus,Platyrrhinus recifinus,17,NA,NA,41.3,adult,male,NA,dead,-40.813889,-18.874722,2006,Yuri Leite
14071,61,Bats,Chiroptera,Phyllostomidae,Platyrrhinus,Platyrrhinus recifinus,12,NA,NA,44.3,juvenile,female,NA,alive,-35.176389,-8.7305,2014,Eder Barbier
14072,61,Bats,Chiroptera,Phyllostomidae,Platyrrhinus,Platyrrhinus recifinus,16,NA,NA,41.2,adult,male,NA,alive,-35.176389,-8.7305,2014,Eder Barbier
14073,61,Bats,Chiroptera,Phyllostomidae,Platyrrhinus,Platyrrhinus recifinus,21,NA,NA,45.6,adult,female,NA,alive,-35.176389,-8.7305,2014,Eder Barbier
14074,61,Bats,Chiroptera,Phyllostomidae,Platyrrhinus,Platyrrhinus recifinus,18,NA,NA,42.3,adult,male,NA,alive,-35.176389,-8.7305,2015,Eder Barbier
14075,61,Bats,Chiroptera,Phyllostomidae,Platyrrhinus,Platyrrhinus recifinus,28,NA,NA,41.5,adult,female,NA,alive,-48.466111,-27.516944,2012,Fernando Carvalho
14076,61,Bats,Chiroptera,Phyllostomidae,Platyrrhinus,Platyrrhinus recifinus,23,NA,NA,45.6,adult,female,NA,dead,-48.296944,-25.175278,2013,Fernando Carvalho
14077,61,Bats,Chiroptera,Phyllostomidae,Platyrrhinus,Platyrrhinus recifinus,21,NA,NA,42.5,adult,male,NA,dead,-48.296944,-25.175278,2013,Fernando Carvalho
14078,61,Bats,Chiroptera,Phyllostomidae,Platyrrhinus,Platyrrhinus recifinus,26,NA,NA,43.7,adult,female,NA,dead,-48.296944,-25.175278,2013,Fernando Carvalho
14079,61,Bats,Chiroptera,Phyllostomidae,Platyrrhinus,Platyrrhinus recifinus,22,NA,NA,43.8,adult,female,NA,dead,-48.296944,-25.175278,2014,Fernando Carvalho
14080,61,Bats,Chiroptera,Phyllostomidae,Platyrrhinus,Platyrrhinus recifinus,24,NA,NA,44.2,adult,female,NA,dead,-48.296944,-25.175278,2014,Fernando Carvalho
14081,61,Bats,Chiroptera,Phyllostomidae,Platyrrhinus,Platyrrhinus recifinus,21,NA,NA,42.5,adult,female,NA,dead,-48.296944,-25.175278,2014,Fernando Carvalho
14082,61,Bats,Chiroptera,Phyllostomidae,Platyrrhinus,Platyrrhinus recifinus,21,NA,NA,42.5,adult,male,NA,dead,-48.296944,-25.175278,2014,Fernando Carvalho
