"Code","Class","Order","Suborder","Family","Subfamily","Genus","Species","SpeciesEpithet","Seeds","Fruits","Leaves","Flowers","Nectar","Insects","Arachnids","Centipedes","Fishes","Amphibians","Reptiles","Birds","Mammals"
"YAN040101001","Mammalia","Chiroptera","Yangochiroptera","Molossidae","Molossinae","Mormopterus","jugularis","Mormopterus_jugularis",0,0,0,0,0,2,0,0,0,0,0,0,0
"YAN040101002","Mammalia","Chiroptera","Yangochiroptera","Molossidae","Molossinae","Mormopterus","francoismoutoui","Mormopterus_francoismoutoui",0,0,0,0,0,2,2,2,0,0,0,0,0
"YAN040101003","Mammalia","Chiroptera","Yangochiroptera","Molossidae","Molossinae","Mormopterus","acetabulosus","Mormopterus_acetabulosus",0,0,0,0,0,2,2,2,0,0,0,0,0
"YAN040102001","Mammalia","Chiroptera","Yangochiroptera","Molossidae","Molossinae","Chaerephon","aloysiisabaudiae","Chaerephon_aloysiisabaudiae",0,0,0,0,0,2,2,2,0,0,0,0,0
"YAN040102002","Mammalia","Chiroptera","Yangochiroptera","Molossidae","Molossinae","Chaerephon","ansorgei","Chaerephon_ansorgei",0,0,0,0,0,2,0,0,0,0,0,0,0
"YAN040102003","Mammalia","Chiroptera","Yangochiroptera","Molossidae","Molossinae","Chaerephon","bemmeleni","Chaerephon_bemmeleni",0,0,0,0,0,2,2,2,0,0,0,0,0
"YAN040102004","Mammalia","Chiroptera","Yangochiroptera","Molossidae","Molossinae","Chaerephon","bivittatus","Chaerephon_bivittatus",0,0,0,0,0,2,2,2,0,0,0,0,0
"YAN040102005","Mammalia","Chiroptera","Yangochiroptera","Molossidae","Molossinae","Chaerephon","chapini","Chaerephon_chapini",0,0,0,0,0,2,0,0,0,0,0,0,0
"YAN040102006","Mammalia","Chiroptera","Yangochiroptera","Molossidae","Molossinae","Chaerephon","gallagheri","Chaerephon_gallagheri",0,0,0,0,0,2,0,0,0,0,0,0,0
"YAN040102007","Mammalia","Chiroptera","Yangochiroptera","Molossidae","Molossinae","Chaerephon","leucogaster","Chaerephon_leucogaster",0,0,0,0,0,2,2,2,0,0,0,0,0
"YAN040102008","Mammalia","Chiroptera","Yangochiroptera","Molossidae","Molossinae","Chaerephon","major","Chaerephon_major",0,0,0,0,0,2,2,2,0,0,0,0,0
"YAN040102009","Mammalia","Chiroptera","Yangochiroptera","Molossidae","Molossinae","Chaerephon","nigeriae","Chaerephon_nigeriae",0,0,0,0,0,2,0,0,0,0,0,0,0
"YAN040102010","Mammalia","Chiroptera","Yangochiroptera","Molossidae","Molossinae","Chaerephon","tomensis","Chaerephon_tomensis",0,0,0,0,0,2,2,2,0,0,0,0,0
"YAN040102011","Mammalia","Chiroptera","Yangochiroptera","Molossidae","Molossinae","Chaerephon","pumilus","Chaerephon_pumilus",0,0,0,0,0,2,0,0,0,0,0,0,0
"YAN040102012","Mammalia","Chiroptera","Yangochiroptera","Molossidae","Molossinae","Chaerephon","russatus","Chaerephon_russatus",0,0,0,0,0,2,2,2,0,0,0,0,0
"YAN040102013","Mammalia","Chiroptera","Yangochiroptera","Molossidae","Molossinae","Chaerephon","pusillus","Chaerephon_pusillus",0,0,0,0,0,2,2,2,0,0,0,0,0
"YAN040102014","Mammalia","Chiroptera","Yangochiroptera","Molossidae","Molossinae","Chaerephon","atsinanana","Chaerephon_atsinanana",0,0,0,0,0,2,0,0,0,0,0,0,0
"YAN040102015","Mammalia","Chiroptera","Yangochiroptera","Molossidae","Molossinae","Chaerephon","jobimena","Chaerephon_jobimena",0,0,0,0,0,2,2,2,0,0,0,0,0
"YAN040103001","Mammalia","Chiroptera","Yangochiroptera","Molossidae","Molossinae","Mops","bakarii","Mops_bakarii",0,0,0,0,0,2,2,2,0,0,0,0,0
"YAN040103002","Mammalia","Chiroptera","Yangochiroptera","Molossidae","Molossinae","Mops","brachypterus","Mops_brachypterus",0,0,0,0,0,2,2,2,0,0,0,0,0
"YAN040103003","Mammalia","Chiroptera","Yangochiroptera","Molossidae","Molossinae","Mops","condylurus","Mops_condylurus",0,0,0,0,0,2,0,0,0,0,0,0,0
"YAN040103004","Mammalia","Chiroptera","Yangochiroptera","Molossidae","Molossinae","Mops","congicus","Mops_congicus",0,0,0,0,0,2,2,2,0,0,0,0,0
"YAN040103005","Mammalia","Chiroptera","Yangochiroptera","Molossidae","Molossinae","Mops","demonstrator","Mops_demonstrator",0,0,0,0,0,2,2,2,0,0,0,0,0
"YAN040103006","Mammalia","Chiroptera","Yangochiroptera","Molossidae","Molossinae","Mops","midas","Mops_midas",0,0,0,0,0,2,0,0,0,0,0,0,0
"YAN040103007","Mammalia","Chiroptera","Yangochiroptera","Molossidae","Molossinae","Mops","nanulus","Mops_nanulus",0,0,0,0,0,2,2,2,0,0,0,0,0
"YAN040103008","Mammalia","Chiroptera","Yangochiroptera","Molossidae","Molossinae","Mops","niangarae","Mops_niangarae",0,0,0,0,0,2,2,2,0,0,0,0,0
"YAN040103009","Mammalia","Chiroptera","Yangochiroptera","Molossidae","Molossinae","Mops","niveiventer","Mops_niveiventer",0,0,0,0,0,2,2,2,0,0,0,0,0
"YAN040103010","Mammalia","Chiroptera","Yangochiroptera","Molossidae","Molossinae","Mops","petersoni","Mops_petersoni",0,0,0,0,0,2,2,2,0,0,0,0,0
"YAN040103011","Mammalia","Chiroptera","Yangochiroptera","Molossidae","Molossinae","Mops","spurrelli","Mops_spurrelli",0,0,0,0,0,2,2,2,0,0,0,0,0
"YAN040103012","Mammalia","Chiroptera","Yangochiroptera","Molossidae","Molossinae","Mops","thersites","Mops_thersites",0,0,0,0,0,2,2,2,0,0,0,0,0
"YAN040103013","Mammalia","Chiroptera","Yangochiroptera","Molossidae","Molossinae","Mops","trevori","Mops_trevori",0,0,0,0,0,2,2,2,0,0,0,0,0
"YAN040103014","Mammalia","Chiroptera","Yangochiroptera","Molossidae","Molossinae","Mops","leucostigma","Mops_leucostigma",0,0,0,0,0,2,0,0,0,0,0,0,0
"YAN040104001","Mammalia","Chiroptera","Yangochiroptera","Molossidae","Molossinae","Otomops","harrisoni","Otomops_harrisoni",0,0,0,0,0,2,0,0,0,0,0,0,0
"YAN040104002","Mammalia","Chiroptera","Yangochiroptera","Molossidae","Molossinae","Otomops","martiensseni","Otomops_martiensseni",0,0,0,0,0,2,0,0,0,0,0,0,0
"YAN040104003","Mammalia","Chiroptera","Yangochiroptera","Molossidae","Molossinae","Otomops","madagascariensis","Otomops_madagascariensis",0,0,0,0,0,2,0,0,0,0,0,0,0
"YAN040105001","Mammalia","Chiroptera","Yangochiroptera","Molossidae","Molossinae","Myopterus","daubentonii","Myopterus_daubentonii",0,0,0,0,0,2,0,0,0,0,0,0,0
"YAN040105002","Mammalia","Chiroptera","Yangochiroptera","Molossidae","Molossinae","Myopterus","whitleyi","Myopterus_whitleyi",0,0,0,0,0,2,2,2,0,0,0,0,0
"YAN040106001","Mammalia","Chiroptera","Yangochiroptera","Molossidae","Molossinae","Platymops","setiger","Platymops_setiger",0,0,0,0,0,2,2,2,0,0,0,0,0
"YAN040107001","Mammalia","Chiroptera","Yangochiroptera","Molossidae","Molossinae","Sauromys","petrophilus","Sauromys_petrophilus",0,0,0,0,0,2,0,0,0,0,0,0,0
"YAN040108001","Mammalia","Chiroptera","Yangochiroptera","Molossidae","Molossinae","Tadarida","teniotis","Tadarida_teniotis",0,0,0,0,0,2,0,0,0,0,0,0,0
"YAN040108002","Mammalia","Chiroptera","Yangochiroptera","Molossidae","Molossinae","Tadarida","aegyptiaca","Tadarida_aegyptiaca",0,0,0,0,0,2,2,0,0,0,0,0,0
"YAN040108003","Mammalia","Chiroptera","Yangochiroptera","Molossidae","Molossinae","Tadarida","lobata","Tadarida_lobata",0,0,0,0,0,2,2,2,0,0,0,0,0
"YAN040108004","Mammalia","Chiroptera","Yangochiroptera","Molossidae","Molossinae","Tadarida","ventralis","Tadarida_ventralis",0,0,0,0,0,2,2,2,0,0,0,0,0
"YAN040108005","Mammalia","Chiroptera","Yangochiroptera","Molossidae","Molossinae","Tadarida","fulminans","Tadarida_fulminans",0,0,0,0,0,2,2,2,0,0,0,0,0
"YAN050001001","Mammalia","Chiroptera","Yangochiroptera","Miniopteridae",NA,"Miniopterus","schreibersii","Miniopterus_schreibersii",0,0,0,0,0,2,0,0,0,0,0,0,0
"YAN050001002","Mammalia","Chiroptera","Yangochiroptera","Miniopteridae",NA,"Miniopterus","maghrebensis","Miniopterus_maghrebensis",0,0,0,0,0,2,0,0,0,0,0,0,0
"YAN050001003","Mammalia","Chiroptera","Yangochiroptera","Miniopteridae",NA,"Miniopterus","villiersi","Miniopterus_villiersi",0,0,0,0,0,2,0,0,0,0,0,0,0
"YAN050001004","Mammalia","Chiroptera","Yangochiroptera","Miniopteridae",NA,"Miniopterus","inflatus","Miniopterus_inflatus",0,0,0,0,0,2,0,0,0,0,0,0,0
"YAN050001005","Mammalia","Chiroptera","Yangochiroptera","Miniopteridae",NA,"Miniopterus","nimbae","Miniopterus_nimbae",0,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA
"YAN050001006","Mammalia","Chiroptera","Yangochiroptera","Miniopteridae",NA,"Miniopterus","newtoni","Miniopterus_newtoni",0,0,0,0,0,2,0,0,0,0,0,0,0
"YAN050001007","Mammalia","Chiroptera","Yangochiroptera","Miniopteridae",NA,"Miniopterus","minor","Miniopterus_minor",0,0,0,0,0,2,0,0,0,0,0,0,0
"YAN050001008","Mammalia","Chiroptera","Yangochiroptera","Miniopteridae",NA,"Miniopterus","wilsoni","Miniopterus_wilsoni",0,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA
"YAN050001009","Mammalia","Chiroptera","Yangochiroptera","Miniopteridae",NA,"Miniopterus","arenarius","Miniopterus_arenarius",0,0,0,0,0,2,0,0,0,0,0,0,0
"YAN050001010","Mammalia","Chiroptera","Yangochiroptera","Miniopteridae",NA,"Miniopterus","africanus","Miniopterus_africanus",0,0,0,0,0,2,0,0,0,0,0,0,0
"YAN050001011","Mammalia","Chiroptera","Yangochiroptera","Miniopteridae",NA,"Miniopterus","natalensis","Miniopterus_natalensis",0,0,0,0,0,2,0,0,0,0,0,0,0
"YAN050001012","Mammalia","Chiroptera","Yangochiroptera","Miniopteridae",NA,"Miniopterus","mossambicus","Miniopterus_mossambicus",0,0,0,0,0,2,0,0,0,0,0,0,0
"YAN050001013","Mammalia","Chiroptera","Yangochiroptera","Miniopteridae",NA,"Miniopterus","fraterculus","Miniopterus_fraterculus",0,0,0,0,0,2,0,0,0,0,0,0,0
"YAN050001014","Mammalia","Chiroptera","Yangochiroptera","Miniopteridae",NA,"Miniopterus","aelleni","Miniopterus_aelleni",0,0,0,0,0,2,0,0,0,0,0,0,0
"YAN050001015","Mammalia","Chiroptera","Yangochiroptera","Miniopteridae",NA,"Miniopterus","griveaudi","Miniopterus_griveaudi",0,0,0,0,0,2,0,0,0,0,0,0,0
"YAN050001016","Mammalia","Chiroptera","Yangochiroptera","Miniopteridae",NA,"Miniopterus","gleni","Miniopterus_gleni",0,0,0,0,0,2,0,0,0,0,0,0,0
"YAN050001017","Mammalia","Chiroptera","Yangochiroptera","Miniopteridae",NA,"Miniopterus","brachytragos","Miniopterus_brachytragos",0,0,0,0,0,2,0,0,0,0,0,0,0
"YAN050001018","Mammalia","Chiroptera","Yangochiroptera","Miniopteridae",NA,"Miniopterus","ambohitrensis","Miniopterus_ambohitrensis",0,0,0,0,0,2,0,0,0,0,0,0,0
"YAN050001019","Mammalia","Chiroptera","Yangochiroptera","Miniopteridae",NA,"Miniopterus","majori","Miniopterus_majori",0,0,0,0,0,2,0,0,0,0,0,0,0
"YAN050001020","Mammalia","Chiroptera","Yangochiroptera","Miniopteridae",NA,"Miniopterus","egeri","Miniopterus_egeri",0,0,0,0,0,2,0,0,0,0,0,0,0
"YAN050001021","Mammalia","Chiroptera","Yangochiroptera","Miniopteridae",NA,"Miniopterus","manavi","Miniopterus_manavi",0,0,0,0,0,2,0,0,0,0,0,0,0
"YAN050001022","Mammalia","Chiroptera","Yangochiroptera","Miniopteridae",NA,"Miniopterus","sororculus","Miniopterus_sororculus",0,0,0,0,0,2,0,0,0,0,0,0,0
"YAN050001023","Mammalia","Chiroptera","Yangochiroptera","Miniopteridae",NA,"Miniopterus","petersoni","Miniopterus_petersoni",0,0,0,0,0,2,0,0,0,0,0,0,0
"YAN050001024","Mammalia","Chiroptera","Yangochiroptera","Miniopteridae",NA,"Miniopterus","mahafaliensis","Miniopterus_mahafaliensis",0,0,0,0,0,2,0,0,0,0,0,0,0
"YAN050001025","Mammalia","Chiroptera","Yangochiroptera","Miniopteridae",NA,"Miniopterus","griffithsi","Miniopterus_griffithsi",0,0,0,0,0,2,0,0,0,0,0,0,0
"YAN060001001","Mammalia","Chiroptera","Yangochiroptera","Cistugidae",NA,"Cistugo","seabrae","Cistugo_seabrae",0,0,0,0,0,2,2,2,0,0,0,0,0
"YAN060001002","Mammalia","Chiroptera","Yangochiroptera","Cistugidae",NA,"Cistugo","lesueuri","Cistugo_lesueuri",0,0,0,0,0,2,2,2,0,0,0,0,0
"YAN070101001","Mammalia","Chiroptera","Yangochiroptera","Vespertilionidae","Vespertilioninae","Scotoecus","hirundo","Scotoecus_hirundo",0,0,0,0,0,2,2,2,0,0,0,0,0
"YAN070101002","Mammalia","Chiroptera","Yangochiroptera","Vespertilionidae","Vespertilioninae","Scotoecus","albofuscus","Scotoecus_albofuscus",0,0,0,0,0,2,0,0,0,0,0,0,0
"YAN070102001","Mammalia","Chiroptera","Yangochiroptera","Vespertilionidae","Vespertilioninae","Vansonia","rueppellii","Vansonia_rueppellii",0,0,0,0,0,2,2,2,0,0,0,0,0
"YAN070103001","Mammalia","Chiroptera","Yangochiroptera","Vespertilionidae","Vespertilioninae","Nyctalus","lasiopterus","Nyctalus_lasiopterus",0,0,0,0,0,2,2,2,0,0,0,1,0
"YAN070103002","Mammalia","Chiroptera","Yangochiroptera","Vespertilionidae","Vespertilioninae","Nyctalus","leisleri","Nyctalus_leisleri",0,0,0,0,0,2,2,2,0,0,0,0,0
"YAN070104001","Mammalia","Chiroptera","Yangochiroptera","Vespertilionidae","Vespertilioninae","Pipistrellus","pipistrellus","Pipistrellus_pipistrellus",0,0,0,0,0,2,0,0,0,0,0,0,0
"YAN070104002","Mammalia","Chiroptera","Yangochiroptera","Vespertilionidae","Vespertilioninae","Pipistrellus","hanaki","Pipistrellus_hanaki",0,0,0,0,0,2,2,2,0,0,0,0,0
"YAN070104003","Mammalia","Chiroptera","Yangochiroptera","Vespertilionidae","Vespertilioninae","Pipistrellus","kuhlii","Pipistrellus_kuhlii",0,0,0,0,0,2,0,0,0,0,0,0,0
"YAN070104004","Mammalia","Chiroptera","Yangochiroptera","Vespertilionidae","Vespertilioninae","Pipistrellus","hesperidus","Pipistrellus_hesperidus",0,0,0,0,0,2,2,2,0,0,0,0,0
"YAN070104005","Mammalia","Chiroptera","Yangochiroptera","Vespertilionidae","Vespertilioninae","Pipistrellus","simandouensis","Pipistrellus_simandouensis",0,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA
"YAN070104006","Mammalia","Chiroptera","Yangochiroptera","Vespertilionidae","Vespertilioninae","Pipistrellus","rusticus","Pipistrellus_rusticus",0,0,0,0,0,2,2,2,0,0,0,0,0
"YAN070104007","Mammalia","Chiroptera","Yangochiroptera","Vespertilionidae","Vespertilioninae","Pipistrellus","nanulus","Pipistrellus_nanulus",0,0,0,0,0,2,2,2,0,0,0,0,0
"YAN070104008","Mammalia","Chiroptera","Yangochiroptera","Vespertilionidae","Vespertilioninae","Pipistrellus","inexspectatus","Pipistrellus_inexspectatus",0,0,0,0,0,2,2,2,0,0,0,0,0
"YAN070104009","Mammalia","Chiroptera","Yangochiroptera","Vespertilionidae","Vespertilioninae","Pipistrellus","aero","Pipistrellus_aero",0,0,0,0,0,2,2,2,0,0,0,0,0
"YAN070104010","Mammalia","Chiroptera","Yangochiroptera","Vespertilionidae","Vespertilioninae","Pipistrellus","permixtus","Pipistrellus_permixtus",0,0,0,0,0,2,2,2,0,0,0,0,0
"YAN070104011","Mammalia","Chiroptera","Yangochiroptera","Vespertilionidae","Vespertilioninae","Pipistrellus","raceyi","Pipistrellus_raceyi",0,0,0,0,0,2,2,2,0,0,0,0,0
"YAN070105001","Mammalia","Chiroptera","Yangochiroptera","Vespertilionidae","Vespertilioninae","Hypsugo","ariel","Hypsugo_ariel",0,0,0,0,0,2,2,0,0,0,0,0,0
"YAN070105002","Mammalia","Chiroptera","Yangochiroptera","Vespertilionidae","Vespertilioninae","Hypsugo","savii","Hypsugo_savii",0,0,0,0,0,2,0,0,0,0,0,0,0
"YAN070105003","Mammalia","Chiroptera","Yangochiroptera","Vespertilionidae","Vespertilioninae","Hypsugo","musciculus","Hypsugo_musciculus",0,0,0,0,0,2,2,2,0,0,0,0,0
"YAN070106001","Mammalia","Chiroptera","Yangochiroptera","Vespertilionidae","Vespertilioninae","Nycticeinops","crassulus","Nycticeinops_crassulus",0,0,0,0,0,2,2,2,0,0,0,0,0
"YAN070106002","Mammalia","Chiroptera","Yangochiroptera","Vespertilionidae","Vespertilioninae","Nycticeinops","eisentrauti","Nycticeinops_eisentrauti",0,0,0,0,0,2,2,2,0,0,0,0,0
"YAN070106003","Mammalia","Chiroptera","Yangochiroptera","Vespertilionidae","Vespertilioninae","Nycticeinops","schlieffenii","Nycticeinops_schlieffenii",0,0,0,0,0,2,0,0,0,0,0,0,0
"YAN070106004","Mammalia","Chiroptera","Yangochiroptera","Vespertilionidae","Vespertilioninae","Nycticeinops","grandidieri","Nycticeinops_grandidieri",0,0,0,0,0,2,2,2,0,0,0,0,0
"YAN070107001","Mammalia","Chiroptera","Yangochiroptera","Vespertilionidae","Vespertilioninae","Mimetillus","moloneyi","Mimetillus_moloneyi",0,0,0,0,0,2,0,0,0,0,0,0,0
"YAN070108001","Mammalia","Chiroptera","Yangochiroptera","Vespertilionidae","Vespertilioninae","Neoromicia","anchietae","Neoromicia_anchietae",0,0,0,0,0,2,2,2,0,0,0,0,0
"YAN070108002","Mammalia","Chiroptera","Yangochiroptera","Vespertilionidae","Vespertilioninae","Neoromicia","bemainty","Neoromicia_bemainty",0,0,0,0,0,2,2,0,0,0,0,0,0
"YAN070108003","Mammalia","Chiroptera","Yangochiroptera","Vespertilionidae","Vespertilioninae","Neoromicia","zuluensis","Neoromicia_zuluensis",0,0,0,0,0,2,2,2,0,0,0,0,0
"YAN070108004","Mammalia","Chiroptera","Yangochiroptera","Vespertilionidae","Vespertilioninae","Neoromicia","guineensis","Neoromicia_guineensis",0,0,0,0,0,2,2,2,0,0,0,0,0
"YAN070108005","Mammalia","Chiroptera","Yangochiroptera","Vespertilionidae","Vespertilioninae","Neoromicia","somalica","Neoromicia_somalica",0,0,0,0,0,2,0,0,0,0,0,0,0
"YAN070109001","Mammalia","Chiroptera","Yangochiroptera","Vespertilionidae","Vespertilioninae","Afronycteris","nanus","Afronycteris_nanus",0,0,0,0,0,2,0,0,0,0,0,0,0
"YAN070109002","Mammalia","Chiroptera","Yangochiroptera","Vespertilionidae","Vespertilioninae","Afronycteris","helios","Afronycteris_helios",0,0,0,0,0,2,0,0,0,0,0,0,0
"YAN070110001","Mammalia","Chiroptera","Yangochiroptera","Vespertilionidae","Vespertilioninae","Pseudoromicia","rendalli","Pseudoromicia_rendalli",0,0,0,0,0,2,0,0,0,0,0,0,0
"YAN070110002","Mammalia","Chiroptera","Yangochiroptera","Vespertilionidae","Vespertilioninae","Pseudoromicia","brunnea","Pseudoromicia_brunnea",0,0,0,0,0,2,2,2,0,0,0,0,0
"YAN070110003","Mammalia","Chiroptera","Yangochiroptera","Vespertilionidae","Vespertilioninae","Pseudoromicia","roseveari","Pseudoromicia_roseveari",0,0,0,0,0,2,2,2,0,0,0,0,0
"YAN070110004","Mammalia","Chiroptera","Yangochiroptera","Vespertilionidae","Vespertilioninae","Pseudoromicia","kityoi","Pseudoromicia_kityoi",0,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA
"YAN070110005","Mammalia","Chiroptera","Yangochiroptera","Vespertilionidae","Vespertilioninae","Pseudoromicia","nyanza","Pseudoromicia_nyanza",0,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA
"YAN070110006","Mammalia","Chiroptera","Yangochiroptera","Vespertilionidae","Vespertilioninae","Pseudoromicia","isabella","Pseudoromicia_isabella",0,0,0,0,0,2,2,2,0,0,0,0,0
"YAN070110007","Mammalia","Chiroptera","Yangochiroptera","Vespertilionidae","Vespertilioninae","Pseudoromicia","tenuipinnis","Pseudoromicia_tenuipinnis",0,0,0,0,0,2,2,2,0,0,0,0,0
"YAN070111001","Mammalia","Chiroptera","Yangochiroptera","Vespertilionidae","Vespertilioninae","Laephotis","capensis","Laephotis_capensis",0,0,0,0,0,2,0,0,0,0,0,0,0
"YAN070111002","Mammalia","Chiroptera","Yangochiroptera","Vespertilionidae","Vespertilioninae","Laephotis","kirinyaga","Laephotis_kirinyaga",0,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA
"YAN070111003","Mammalia","Chiroptera","Yangochiroptera","Vespertilionidae","Vespertilioninae","Laephotis","matroka","Laephotis_matroka",0,0,0,0,0,2,2,0,0,0,0,0,0
"YAN070111004","Mammalia","Chiroptera","Yangochiroptera","Vespertilionidae","Vespertilioninae","Laephotis","malagasyensis","Laephotis_malagasyensis",0,0,0,0,0,2,2,2,0,0,0,0,0
"YAN070111005","Mammalia","Chiroptera","Yangochiroptera","Vespertilionidae","Vespertilioninae","Laephotis","robertsi","Laephotis_robertsi",0,0,0,0,0,2,0,0,0,0,0,0,0
"YAN070111006","Mammalia","Chiroptera","Yangochiroptera","Vespertilionidae","Vespertilioninae","Laephotis","stanleyi","Laephotis_stanleyi",0,0,0,0,0,2,0,0,0,0,0,0,0
"YAN070111007","Mammalia","Chiroptera","Yangochiroptera","Vespertilionidae","Vespertilioninae","Laephotis","wintoni","Laephotis_wintoni",0,0,0,0,0,2,0,0,0,0,0,0,0
"YAN070111008","Mammalia","Chiroptera","Yangochiroptera","Vespertilionidae","Vespertilioninae","Laephotis","angolensis","Laephotis_angolensis",0,0,0,0,0,2,2,2,0,0,0,0,0
"YAN070111009","Mammalia","Chiroptera","Yangochiroptera","Vespertilionidae","Vespertilioninae","Laephotis","botswanae","Laephotis_botswanae",0,0,0,0,0,2,2,2,0,0,0,0,0
"YAN070111010","Mammalia","Chiroptera","Yangochiroptera","Vespertilionidae","Vespertilioninae","Laephotis","namibensis","Laephotis_namibensis",0,0,0,0,0,2,0,0,0,0,0,0,0
"YAN070112001","Mammalia","Chiroptera","Yangochiroptera","Vespertilionidae","Vespertilioninae","Glauconycteris","variegata","Glauconycteris_variegata",0,0,0,0,0,2,0,0,0,0,0,0,0
"YAN070112002","Mammalia","Chiroptera","Yangochiroptera","Vespertilionidae","Vespertilioninae","Glauconycteris","machadoi","Glauconycteris_machadoi",0,0,0,0,0,2,2,2,0,0,0,0,0
"YAN070112003","Mammalia","Chiroptera","Yangochiroptera","Vespertilionidae","Vespertilioninae","Glauconycteris","gleni","Glauconycteris_gleni",0,0,0,0,0,2,2,2,0,0,0,0,0
"YAN070112004","Mammalia","Chiroptera","Yangochiroptera","Vespertilionidae","Vespertilioninae","Glauconycteris","superba","Glauconycteris_superba",0,0,0,0,0,2,2,2,0,0,0,0,0
"YAN070112005","Mammalia","Chiroptera","Yangochiroptera","Vespertilionidae","Vespertilioninae","Glauconycteris","argentata","Glauconycteris_argentata",0,0,0,0,0,2,2,2,0,0,0,0,0
"YAN070112006","Mammalia","Chiroptera","Yangochiroptera","Vespertilionidae","Vespertilioninae","Glauconycteris","egeria","Glauconycteris_egeria",0,0,0,0,0,2,2,2,0,0,0,0,0
"YAN070112007","Mammalia","Chiroptera","Yangochiroptera","Vespertilionidae","Vespertilioninae","Glauconycteris","poensis","Glauconycteris_poensis",0,0,0,0,0,2,2,2,0,0,0,0,0
"YAN070112008","Mammalia","Chiroptera","Yangochiroptera","Vespertilionidae","Vespertilioninae","Glauconycteris","alboguttata","Glauconycteris_alboguttata",0,0,0,0,0,2,2,2,0,0,0,0,0
"YAN070112009","Mammalia","Chiroptera","Yangochiroptera","Vespertilionidae","Vespertilioninae","Glauconycteris","beatrix","Glauconycteris_beatrix",0,0,0,0,0,2,2,2,0,0,0,0,0
"YAN070112010","Mammalia","Chiroptera","Yangochiroptera","Vespertilionidae","Vespertilioninae","Glauconycteris","curryae","Glauconycteris_curryae",0,0,0,0,0,2,2,2,0,0,0,0,0
"YAN070112011","Mammalia","Chiroptera","Yangochiroptera","Vespertilionidae","Vespertilioninae","Glauconycteris","humeralis","Glauconycteris_humeralis",0,0,0,0,0,2,2,2,0,0,0,0,0
"YAN070112012","Mammalia","Chiroptera","Yangochiroptera","Vespertilionidae","Vespertilioninae","Glauconycteris","atra","Glauconycteris_atra",0,0,0,0,0,2,2,2,0,0,0,0,0
"YAN070112013","Mammalia","Chiroptera","Yangochiroptera","Vespertilionidae","Vespertilioninae","Glauconycteris","kenyacola","Glauconycteris_kenyacola",0,0,0,0,0,2,2,2,0,0,0,0,0
"YAN070113001","Mammalia","Chiroptera","Yangochiroptera","Vespertilionidae","Vespertilioninae","Eptesicus","floweri","Eptesicus_floweri",0,0,0,0,0,2,2,2,0,0,0,0,0
"YAN070113002","Mammalia","Chiroptera","Yangochiroptera","Vespertilionidae","Vespertilioninae","Eptesicus","platyops","Eptesicus_platyops",0,0,0,0,0,2,2,2,0,0,0,0,0
"YAN070113003","Mammalia","Chiroptera","Yangochiroptera","Vespertilionidae","Vespertilioninae","Eptesicus","hottentotus","Eptesicus_hottentotus",0,0,0,0,0,2,1,1,0,0,0,0,0
"YAN070113004","Mammalia","Chiroptera","Yangochiroptera","Vespertilionidae","Vespertilioninae","Eptesicus","bottae","Eptesicus_bottae",0,0,0,0,0,2,0,0,0,0,0,0,0
"YAN070113005","Mammalia","Chiroptera","Yangochiroptera","Vespertilionidae","Vespertilioninae","Eptesicus","isabellinus","Eptesicus_isabellinus",0,0,0,0,0,2,0,0,0,0,0,0,0
"YAN070114001","Mammalia","Chiroptera","Yangochiroptera","Vespertilionidae","Vespertilioninae","Barbastella","barbastellus","Barbastella_barbastellus",0,0,0,0,0,2,1,0,0,0,0,0,0
"YAN070114002","Mammalia","Chiroptera","Yangochiroptera","Vespertilionidae","Vespertilioninae","Barbastella","leucomelas","Barbastella_leucomelas",0,0,0,0,0,2,0,0,0,0,0,0,0
"YAN070115001","Mammalia","Chiroptera","Yangochiroptera","Vespertilionidae","Vespertilioninae","Plecotus","teneriffae","Plecotus_teneriffae",0,0,0,0,0,2,0,0,0,0,0,0,0
"YAN070115002","Mammalia","Chiroptera","Yangochiroptera","Vespertilionidae","Vespertilioninae","Plecotus","gaisleri","Plecotus_gaisleri",0,0,0,0,0,2,0,0,0,0,0,0,0
"YAN070115003","Mammalia","Chiroptera","Yangochiroptera","Vespertilionidae","Vespertilioninae","Plecotus","christii","Plecotus_christii",0,0,0,0,0,2,0,0,0,0,0,0,0
"YAN070115004","Mammalia","Chiroptera","Yangochiroptera","Vespertilionidae","Vespertilioninae","Plecotus","balensis","Plecotus_balensis",0,0,0,0,0,2,0,0,0,0,0,0,0
"YAN070116001","Mammalia","Chiroptera","Yangochiroptera","Vespertilionidae","Vespertilioninae","Otonycteris","hemprichii","Otonycteris_hemprichii",0,0,0,0,0,2,2,2,0,0,0,0,0
"YAN070117001","Mammalia","Chiroptera","Yangochiroptera","Vespertilionidae","Vespertilioninae","Scotophilus","nux","Scotophilus_nux",0,0,0,0,0,2,2,2,0,0,0,0,0
