Binomial.1.2,Order.1.2,Family.1.2,Genus.1.2,Species.1.2,taxon_name,Terrestrial,Marine,Freshwater,Aerial,Life.Habit.Method,Life.Habit.Source,Mass.g,Mass.Method,Mass.Source,Mass.Comparison,Mass.Comparison.Source,Island.Endemicity,IUCN.Status.1.2,Added.IUCN.Status.1.2,Diet.Plant,Diet.Vertebrate,Diet.Invertebrate,Diet.Method,Diet.Source
Penthetor_lucasi,Chiroptera,Pteropodidae,Penthetor,lucasi,Penthetor lucasi,0,0,0,1,Taxonomic,PHYLACINE 1.2,38.2,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Peropteryx_kappleri,Chiroptera,Emballonuridae,Peropteryx,kappleri,Peropteryx kappleri,0,0,0,1,Taxonomic,PHYLACINE 1.2,9.4,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,0,0,100,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Peropteryx_leucoptera,Chiroptera,Emballonuridae,Peropteryx,leucoptera,Peropteryx leucoptera,0,0,0,1,Taxonomic,PHYLACINE 1.2,6,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,0,0,100,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Peropteryx_macrotis,Chiroptera,Emballonuridae,Peropteryx,macrotis,Peropteryx macrotis,0,0,0,1,Taxonomic,PHYLACINE 1.2,5.4,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,0,0,100,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Peropteryx_pallidoptera,Chiroptera,Emballonuridae,Peropteryx,pallidoptera,Peropteryx pallidoptera,0,0,0,1,Taxonomic,PHYLACINE 1.2,6.3,Imputed,PHYLACINE 1.2,NA,NA,Occurs on mainland,DD,No,0,0,100,Estimated Expert Family,"Ferrarezzi, H., et al. 1996. Systematic Patterns and the Evolution of Feeding Habits in Chiroptera (Archonta: Mammalia). Journal of Comparative Biology 1:75-94."
Peropteryx_trinitatis,Chiroptera,Emballonuridae,Peropteryx,trinitatis,Peropteryx trinitatis,0,0,0,1,Taxonomic,PHYLACINE 1.2,4.4,Reported,Bulletin of the American Musem of Natural History 237: 1-219 (1998),NA,NA,Occurs on large land bridge islands,DD,No,0,0,100,Transformed 000 Species,"Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930."
Pharotis_imogene,Chiroptera,Vespertilionidae,Pharotis,imogene,Pharotis imogene,0,0,0,1,Taxonomic,PHYLACINE 1.2,10,Reported,Philosophical Transactions fo the Royal Society of London Series B 366: 2564-2576 (2011),NA,NA,Occurs on large land bridge islands,CR,No,0,0,100,Transformed 000 Species,"Gainsbury, A. M., et al. 2018. An updated global data set for diet preferences in terrestrial mammals: testing the validity of extrapolation. Mammal Review, 1-8."
Philetor_brachypterus,Chiroptera,Vespertilionidae,Philetor,brachypterus,Philetor brachypterus,0,0,0,1,Taxonomic,PHYLACINE 1.2,10.9,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,0,0,100,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Phoniscus_atrox,Chiroptera,Vespertilionidae,Phoniscus,atrox,Phoniscus atrox,0,0,0,1,Taxonomic,PHYLACINE 1.2,4.3,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,NT,No,0,0,100,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Phoniscus_jagorii,Chiroptera,Vespertilionidae,Phoniscus,jagorii,Phoniscus jagorii,0,0,0,1,Taxonomic,PHYLACINE 1.2,4.7,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,0,0,100,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Phoniscus_papuensis,Chiroptera,Vespertilionidae,Phoniscus,papuensis,Phoniscus papuensis,0,0,0,1,Taxonomic,PHYLACINE 1.2,6.2,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,0,0,100,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Phylloderma_stenops,Chiroptera,Phyllostomidae,Phylloderma,stenops,Phylloderma stenops,0,0,0,1,Taxonomic,PHYLACINE 1.2,53.7,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,90,0,10,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Phyllonycteris_aphylla,Chiroptera,Phyllostomidae,Phyllonycteris,aphylla,Phyllonycteris aphylla,0,0,0,1,Taxonomic,PHYLACINE 1.2,24.5,Assumed isometric based on skull size,Special Publications of The Museum of Texas Tech University 48:1-154 (2005),Phyllonycteris_poeyi,Mammalian Species 852: 41-48 (2010),Occurs only on isolated islands,CR,No,70,0,30,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Phyllonycteris_major,Chiroptera,Phyllostomidae,Phyllonycteris,major,Phyllonycteris major,0,0,0,1,Taxonomic,PHYLACINE 1.2,34.1,Assumed isometric based on skull size,Mammalian Species 852: 41-48 (2010),Phyllonycteris_poeyi,Mammalian Species 852: 41-48 (2010),Occurs only on isolated islands,EP,Yes,72,1,27,Imputed 000 Species,PHYLACINE 1.2
Phyllonycteris_poeyi,Chiroptera,Phyllostomidae,Phyllonycteris,poeyi,Phyllonycteris poeyi,0,0,0,1,Taxonomic,PHYLACINE 1.2,22,Reported,Mammalian Species 852: 41-48 (2010),NA,NA,Occurs only on isolated islands,LC,No,70,0,30,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Phyllops_falcatus,Chiroptera,Phyllostomidae,Phyllops,falcatus,Phyllops falcatus,0,0,0,1,Taxonomic,PHYLACINE 1.2,19.5,Reported,Mammalian Species 811: 1-7 (2006),NA,NA,Occurs only on isolated islands,LC,No,100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Phyllops_silvai,Chiroptera,Phyllostomidae,Phyllops,silvai,Phyllops silvai,0,0,0,1,Taxonomic,PHYLACINE 1.2,22.2,Assumed isometric based on skull size,Caribbean Journal of Science 39: 371-377 (2003),Phyllops_falcatus,Caribbean Journal of Science 39:371-377 (2003),Occurs only on isolated islands,EP,Yes,99,0,1,Imputed 000 Species,PHYLACINE 1.2
Phyllostomus_discolor,Chiroptera,Phyllostomidae,Phyllostomus,discolor,Phyllostomus discolor,0,0,0,1,Taxonomic,PHYLACINE 1.2,34.1,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,70,0,30,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Phyllostomus_elongatus,Chiroptera,Phyllostomidae,Phyllostomus,elongatus,Phyllostomus elongatus,0,0,0,1,Taxonomic,PHYLACINE 1.2,40.4,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,20,10,70,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Phyllostomus_hastatus,Chiroptera,Phyllostomidae,Phyllostomus,hastatus,Phyllostomus hastatus,0,0,0,1,Taxonomic,PHYLACINE 1.2,87.2,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,10,50,40,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Phyllostomus_latifolius,Chiroptera,Phyllostomidae,Phyllostomus,latifolius,Phyllostomus latifolius,0,0,0,1,Taxonomic,PHYLACINE 1.2,134,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,20,10,70,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Pipistrellus_abramus,Chiroptera,Vespertilionidae,Pipistrellus,abramus,Pipistrellus abramus,0,0,0,1,Taxonomic,PHYLACINE 1.2,5.6,Assumed isometric based on forearm length,"Smith AT, Xie Y, Hoffmann RS, Lunde D, MacKinnon J, Wilson DE, Wozencraft WD. A Guide to the Mammals of China (2008)",Pipistrellus_pulveratus,"Smith AT, Xie Y, Hoffmann RS, Lunde D, MacKinnon J, Wilson DE, Wozencraft WD. A Guide to the Mammals of China (2008)",Occurs on mainland,LC,No,0,0,100,Transformed 000 Genus,"Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930."
Pipistrellus_adamsi,Chiroptera,Vespertilionidae,Pipistrellus,adamsi,Pipistrellus adamsi,0,0,0,1,Taxonomic,PHYLACINE 1.2,4.5,Reported,"Van Dyck S, Straham R. The Mammals of Australia Third edition (2008)",NA,NA,Occurs on mainland,LC,No,0,0,100,Transformed 000 Genus,"Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930."
Pipistrellus_aero,Chiroptera,Vespertilionidae,Pipistrellus,aero,Pipistrellus aero,0,0,0,1,Taxonomic,PHYLACINE 1.2,5.1,Assumed isometric based on skull size,Bonner Zoologische Beiträge 52: 127-147 (2004),Pipistrellus_hesperidus,Bonner Zoologische Beiträge 52: 127-147 (2004),Occurs on mainland,DD,No,0,0,100,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Pipistrellus_alaschanicus,Chiroptera,Vespertilionidae,Pipistrellus,alaschanicus,Pipistrellus alaschanicus,0,0,0,1,Taxonomic,PHYLACINE 1.2,8.2,Assumed isometric based on forearm length,"Smith AT, Xie Y, Hoffmann RS, Lunde D, MacKinnon J, Wilson DE, Wozencraft WD. A Guide to the Mammals of China (2008)",Hypsugo_savii,"Smith AT, Xie Y, Hoffmann RS, Lunde D, MacKinnon J, Wilson DE, Wozencraft WD. A Guide to the Mammals of China (2008)",Occurs on mainland,LC,No,0,0,100,Transformed 000 Genus,"Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930."
Pipistrellus_anchietae,Chiroptera,Vespertilionidae,Pipistrellus,anchietae,Pipistrellus anchietae,0,0,0,1,Taxonomic,PHYLACINE 1.2,4.6,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,0,0,100,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Pipistrellus_angulatus,Chiroptera,Vespertilionidae,Pipistrellus,angulatus,Pipistrellus angulatus,0,0,0,1,Taxonomic,PHYLACINE 1.2,3.3,Reported,Flannery TM. Mammals of New Guinea (1995),NA,NA,Occurs on large land bridge islands,LC,No,0,0,100,Transformed 000 Species,"Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930."
Pipistrellus_arabicus,Chiroptera,Vespertilionidae,Pipistrellus,arabicus,Pipistrellus arabicus,0,0,0,1,Taxonomic,PHYLACINE 1.2,3.2,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,DD,No,0,0,100,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Pipistrellus_ariel,Chiroptera,Vespertilionidae,Pipistrellus,ariel,Pipistrellus ariel,0,0,0,1,Taxonomic,PHYLACINE 1.2,2.7,Reported,Mammalian Species 651: 1-3 (2001),NA,NA,Occurs on mainland,DD,No,0,0,100,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Pipistrellus_cadornae,Chiroptera,Vespertilionidae,Pipistrellus,cadornae,Pipistrellus cadornae,0,0,0,1,Taxonomic,PHYLACINE 1.2,6.7,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,0,0,100,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Pipistrellus_ceylonicus,Chiroptera,Vespertilionidae,Pipistrellus,ceylonicus,Pipistrellus ceylonicus,0,0,0,1,Taxonomic,PHYLACINE 1.2,8.4,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,0,0,100,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Pipistrellus_collinus,Chiroptera,Vespertilionidae,Pipistrellus,collinus,Pipistrellus collinus,0,0,0,1,Taxonomic,PHYLACINE 1.2,6,Reported,Flannery TM. Mammals of New Guinea (1995),NA,NA,Occurs on large land bridge islands,LC,No,0,0,100,Transformed 000 Species,"Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930."
Pipistrellus_coromandra,Chiroptera,Vespertilionidae,Pipistrellus,coromandra,Pipistrellus coromandra,0,0,0,1,Taxonomic,PHYLACINE 1.2,4.6,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,0,0,100,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Pipistrellus_crassulus,Chiroptera,Vespertilionidae,Pipistrellus,crassulus,Pipistrellus crassulus,0,0,0,1,Taxonomic,PHYLACINE 1.2,6.1,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,0,0,100,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Pipistrellus_eisentrauti,Chiroptera,Vespertilionidae,Pipistrellus,eisentrauti,Pipistrellus eisentrauti,0,0,0,1,Taxonomic,PHYLACINE 1.2,6,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,DD,No,0,0,100,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Pipistrellus_endoi,Chiroptera,Vespertilionidae,Pipistrellus,endoi,Pipistrellus endoi,0,0,0,1,Taxonomic,PHYLACINE 1.2,4.2,Assumed isometric based on forearm length,Corbet GB. The mammals of the Palaearctic region: A taxonomic review. (1978),Pipistrellus_javanicus,Corbet GB. The mammals of the Palaearctic region: A taxonomic review. (1978),Occurs only on isolated islands,EN,No,0,0,100,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Pipistrellus_hanaki,Chiroptera,Vespertilionidae,Pipistrellus,hanaki,Pipistrellus hanaki,0,0,0,1,Taxonomic,PHYLACINE 1.2,6,Reported,"Aulagnier S, Haffner P, Mitchell-Jones AJ, Moutou F, Zima, J. The Mammals of Europe, North Africa and the Middle East (2009)",NA,NA,Occurs on mainland,DD,No,0,0,100,Transformed 000 Genus,"Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930."
Pipistrellus_hesperidus,Chiroptera,Vespertilionidae,Pipistrellus,hesperidus,Pipistrellus hesperidus,0,0,0,1,Taxonomic,PHYLACINE 1.2,5.7,Reported,Journal of East African Natural History 96: 215-226 (2007),NA,NA,Occurs on mainland,LC,No,0,0,100,Transformed 000 Species,"Gainsbury, A. M., et al. 2018. An updated global data set for diet preferences in terrestrial mammals: testing the validity of extrapolation. Mammal Review, 1-8."
Pipistrellus_hesperus,Chiroptera,Vespertilionidae,Pipistrellus,hesperus,Pipistrellus hesperus,0,0,0,1,Taxonomic,PHYLACINE 1.2,3.7,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,0,0,100,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Pipistrellus_imbricatus,Chiroptera,Vespertilionidae,Pipistrellus,imbricatus,Pipistrellus imbricatus,0,0,0,1,Taxonomic,PHYLACINE 1.2,5.7,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on large land bridge islands,LC,No,0,0,100,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
