Code,Class,Order,Suborder,Family,Subfamily,Genus,Species,SpeciesEpithet,HR_mean,Dispersal_Dist_mean,HeadBody_Length_mean,Tail_Length_mean,Forearm_Length_mean,Hindfoot_Length_mean,Length_tot_mean,Wing_Length_mean,Wing_Area_mean,Wingspan_mean,W_aspect_ratio_mean,W_loading_mean,BodyMass_mean,SexMaturity_Age_mean,HR_min,HeadBody_Length_min,Tail_Length_min,Forearm_Length_min,Hindfoot_Length_min,Length_tot_min,Wing_Length_min,Wing_Area_min,Wingspan_min,W_aspect_ratio_min,W_loading_min,BodyMass_min,SexMaturity_Age_min,HR_max,Dispersal_Dist_max,HeadBody_Length_max,Tail_Length_max,Forearm_Length_max,Hindfoot_Length_max,Length_tot_max,Wing_Length_max,Wing_Area_max,Wingspan_max,W_aspect_ratio_max,W_loading_max,BodyMass_max,SexMaturity_Age_max,sex
YIN050003001,Mammalia,Chiroptera,Yinpterochiroptera,Hipposideridae,NA,Macronycteris,commersoni,Macronycteris commersonii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,male
YIN050003002,Mammalia,Chiroptera,Yinpterochiroptera,Hipposideridae,NA,Macronycteris,cryptovalorona,Macronycteris cryptovalorona,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,male
YIN050003003,Mammalia,Chiroptera,Yinpterochiroptera,Hipposideridae,NA,Macronycteris,gigas,Macronycteris gigas,NA,NA,NA,37.9,107.9,24.8,154,NA,NA,NA,NA,NA,130.2,NA,NA,NA,30,100,18,128,NA,NA,NA,NA,NA,125,NA,NA,NA,NA,50,124,27,167,NA,NA,NA,NA,NA,138,NA,male
YIN050003004,Mammalia,Chiroptera,Yinpterochiroptera,Hipposideridae,NA,Macronycteris,thomensis,Macronycteris thomensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,male
YIN050003005,Mammalia,Chiroptera,Yinpterochiroptera,Hipposideridae,NA,Macronycteris,vittatus,Macronycteris vittatus,NA,NA,NA,33.5,101.5,NA,142.6,NA,NA,609,NA,NA,99.7,NA,NA,NA,25,93,NA,121,NA,NA,515,NA,NA,70,NA,NA,NA,NA,39,106,NA,167,NA,NA,660,NA,NA,180,NA,male
YIN050004001,Mammalia,Chiroptera,Yinpterochiroptera,Hipposideridae,NA,Hipposideros,megalotis,Hipposideros megalotis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,male
YIN050004002,Mammalia,Chiroptera,Yinpterochiroptera,Hipposideridae,NA,Hipposideros,curtus,Hipposideros curtus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,male
YIN050004003,Mammalia,Chiroptera,Yinpterochiroptera,Hipposideridae,NA,Hipposideros,jonesi,Hipposideros jonesi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,male
YIN050004004,Mammalia,Chiroptera,Yinpterochiroptera,Hipposideridae,NA,Hipposideros,marisae,Hipposideros marisae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,male
YIN050004005,Mammalia,Chiroptera,Yinpterochiroptera,Hipposideridae,NA,Hipposideros,abae,Hipposideros abae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,male
YIN050004006,Mammalia,Chiroptera,Yinpterochiroptera,Hipposideridae,NA,Hipposideros,beatus,Hipposideros beatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,male
YIN050004007,Mammalia,Chiroptera,Yinpterochiroptera,Hipposideridae,NA,Hipposideros,caffer,Hipposideros caffer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,male
YIN050004008,Mammalia,Chiroptera,Yinpterochiroptera,Hipposideridae,NA,Hipposideros,fuliginosus,Hipposideros fuliginosus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,male
YIN050004009,Mammalia,Chiroptera,Yinpterochiroptera,Hipposideridae,NA,Hipposideros,lamottei,Hipposideros lamottei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,male
YIN050004010,Mammalia,Chiroptera,Yinpterochiroptera,Hipposideridae,NA,Hipposideros,ruber,Hipposideros ruber,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,male
YIN050004011,Mammalia,Chiroptera,Yinpterochiroptera,Hipposideridae,NA,Hipposideros,tephrus,Hipposideros tephrus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,male
YIN060001001,Mammalia,Chiroptera,Yinpterochiroptera,Rhinolophidae,NA,Rhinolophus,adami,Rhinolophus adami,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,male
YIN060001002,Mammalia,Chiroptera,Yinpterochiroptera,Rhinolophidae,NA,Rhinolophus,maendeleo,Rhinolophus maendeleo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,male
YIN060001003,Mammalia,Chiroptera,Yinpterochiroptera,Rhinolophidae,NA,Rhinolophus,alcyone,Rhinolophus alcyone,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,male
YIN060001004,Mammalia,Chiroptera,Yinpterochiroptera,Rhinolophidae,NA,Rhinolophus,landeri,Rhinolophus landeri,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,male
YIN060001005,Mammalia,Chiroptera,Yinpterochiroptera,Rhinolophidae,NA,Rhinolophus,guineensis,Rhinolophus guineensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,male
YIN060001006,Mammalia,Chiroptera,Yinpterochiroptera,Rhinolophidae,NA,Rhinolophus,blasii,Rhinolophus blasii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,male
YIN060001007,Mammalia,Chiroptera,Yinpterochiroptera,Rhinolophidae,NA,Rhinolophus,lobatus,Rhinolophus lobatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,male
YIN060001008,Mammalia,Chiroptera,Yinpterochiroptera,Rhinolophidae,NA,Rhinolophus,swinnyi,Rhinolophus swinnyi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,male
YIN060001009,Mammalia,Chiroptera,Yinpterochiroptera,Rhinolophidae,NA,Rhinolophus,capensis,Rhinolophus capensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.6,730,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,male
YIN060001010,Mammalia,Chiroptera,Yinpterochiroptera,Rhinolophidae,NA,Rhinolophus,gorongosae,Rhinolophus gorongosae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,male
YIN060001011,Mammalia,Chiroptera,Yinpterochiroptera,Rhinolophidae,NA,Rhinolophus,rhodesiae,Rhinolophus rhodesiae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,male
YIN060001012,Mammalia,Chiroptera,Yinpterochiroptera,Rhinolophidae,NA,Rhinolophus,simulator,Rhinolophus simulator,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,male
YIN060001013,Mammalia,Chiroptera,Yinpterochiroptera,Rhinolophidae,NA,Rhinolophus,denti,Rhinolophus denti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,male
YIN060001014,Mammalia,Chiroptera,Yinpterochiroptera,Rhinolophidae,NA,Rhinolophus,alticolus,Rhinolophus�alticolus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,male
YIN060001015,Mammalia,Chiroptera,Yinpterochiroptera,Rhinolophidae,NA,Rhinolophus,mehelyi,Rhinolophus mehelyi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,730,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,male
YIN060001016,Mammalia,Chiroptera,Yinpterochiroptera,Rhinolophidae,NA,Rhinolophus,euryale,Rhinolophus euryale,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,626.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,450,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,803,male
YIN060001017,Mammalia,Chiroptera,Yinpterochiroptera,Rhinolophidae,NA,Rhinolophus,hildebrandtii,Rhinolophus hildebrandtii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,male
YIN060001018,Mammalia,Chiroptera,Yinpterochiroptera,Rhinolophidae,NA,Rhinolophus,mabuensis,Rhinolophus mabuensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,male
YIN060001019,Mammalia,Chiroptera,Yinpterochiroptera,Rhinolophidae,NA,Rhinolophus,cohenae,Rhinolophus cohenae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,male
YIN060001020,Mammalia,Chiroptera,Yinpterochiroptera,Rhinolophidae,NA,Rhinolophus,smithersi,Rhinolophus smithersi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,male
YIN060001021,Mammalia,Chiroptera,Yinpterochiroptera,Rhinolophidae,NA,Rhinolophus,mossambicus,Rhinolophus mossambicus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,male
YIN060001022,Mammalia,Chiroptera,Yinpterochiroptera,Rhinolophidae,NA,Rhinolophus,fumigatus,Rhinolophus fumigatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,male
YIN060001023,Mammalia,Chiroptera,Yinpterochiroptera,Rhinolophidae,NA,Rhinolophus,eloquens,Rhinolophus eloquens,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,male
YIN060001024,Mammalia,Chiroptera,Yinpterochiroptera,Rhinolophidae,NA,Rhinolophus,darlingi,Rhinolophus darlingi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,male
YIN060001025,Mammalia,Chiroptera,Yinpterochiroptera,Rhinolophidae,NA,Rhinolophus,damarensis,Rhinolophus damarensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,male
YIN060001026,Mammalia,Chiroptera,Yinpterochiroptera,Rhinolophidae,NA,Rhinolophus,deckenii,Rhinolophus deckenii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,male
YIN060001027,Mammalia,Chiroptera,Yinpterochiroptera,Rhinolophidae,NA,Rhinolophus,silvestris,Rhinolophus silvestris,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,male
YIN060001028,Mammalia,Chiroptera,Yinpterochiroptera,Rhinolophidae,NA,Rhinolophus,hillorum,Rhinolophus hillorum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,male
YIN060001029,Mammalia,Chiroptera,Yinpterochiroptera,Rhinolophidae,NA,Rhinolophus,sakejiensis,Rhinolophus sakejiensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,male
YIN060001030,Mammalia,Chiroptera,Yinpterochiroptera,Rhinolophidae,NA,Rhinolophus,ferrumequinum,Rhinolophus ferrumequinum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,730,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1460,male
YIN060001031,Mammalia,Chiroptera,Yinpterochiroptera,Rhinolophidae,NA,Rhinolophus,clivosus,Rhinolophus clivosus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,male
YIN060001032,Mammalia,Chiroptera,Yinpterochiroptera,Rhinolophidae,NA,Rhinolophus,horaceki,Rhinolophus horaceki,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,male
YIN060001033,Mammalia,Chiroptera,Yinpterochiroptera,Rhinolophidae,NA,Rhinolophus,maclaudi,Rhinolophus maclaudi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,male
YIN060001034,Mammalia,Chiroptera,Yinpterochiroptera,Rhinolophidae,NA,Rhinolophus,ziama,Rhinolophus ziama,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,male
YIN060001035,Mammalia,Chiroptera,Yinpterochiroptera,Rhinolophidae,NA,Rhinolophus,hilli,Rhinolophus hilli,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,male
YIN060001036,Mammalia,Chiroptera,Yinpterochiroptera,Rhinolophidae,NA,Rhinolophus,kahuzi,Rhinolophus kahuzi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,male
YIN060001037,Mammalia,Chiroptera,Yinpterochiroptera,Rhinolophidae,NA,Rhinolophus,willardi,Rhinolophus willardi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,male
YIN060001038,Mammalia,Chiroptera,Yinpterochiroptera,Rhinolophidae,NA,Rhinolophus,ruwenzorii,Rhinolophus ruwenzorii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,male
YIN060001039,Mammalia,Chiroptera,Yinpterochiroptera,Rhinolophidae,NA,Rhinolophus,hipposideros,Rhinolophus hipposideros,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,male
YAN010101001,Mammalia,Chiroptera,Yangochiroptera,Emballonuridae,Taphozoninae,Taphozous,nudiventris,Taphozous nudiventris,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,male
YAN010101002,Mammalia,Chiroptera,Yangochiroptera,Emballonuridae,Taphozoninae,Taphozous,perforatus,Taphozous perforatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,male
YAN010101003,Mammalia,Chiroptera,Yangochiroptera,Emballonuridae,Taphozoninae,Taphozous,mauritianus,Taphozous mauritianus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,male
YAN010101004,Mammalia,Chiroptera,Yangochiroptera,Emballonuridae,Taphozoninae,Taphozous,hamiltoni,Taphozous hamiltoni,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,male
YAN010101005,Mammalia,Chiroptera,Yangochiroptera,Emballonuridae,Taphozoninae,Taphozous,hildegardeae,Taphozous hildegardeae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,male
YAN010102001,Mammalia,Chiroptera,Yangochiroptera,Emballonuridae,Taphozoninae,Saccolaimus,peli,Saccolaimus peli,NA,NA,NA,32.7,89.2,NA,143.1,NA,NA,NA,NA,NA,90.5,NA,NA,NA,26,87,NA,132,NA,NA,NA,NA,NA,80,NA,NA,NA,NA,40,90,NA,161,NA,NA,NA,NA,NA,101,NA,male
YAN010201001,Mammalia,Chiroptera,Yangochiroptera,Emballonuridae,Emballonurinae,Paremballonura,tiavato,Paremballonura tiavato,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,male
YAN010201002,Mammalia,Chiroptera,Yangochiroptera,Emballonuridae,Emballonurinae,Paremballonura,atrata,Paremballonura atrata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,male
YAN010202001,Mammalia,Chiroptera,Yangochiroptera,Emballonuridae,Emballonurinae,Coleura,afra,Coleura afra,NA,NA,NA,NA,46,NA,NA,NA,NA,NA,NA,NA,NA,365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,male
YAN010202002,Mammalia,Chiroptera,Yangochiroptera,Emballonuridae,Emballonurinae,Coleura,seychellensis,Coleura seychellensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,male
YAN010202003,Mammalia,Chiroptera,Yangochiroptera,Emballonuridae,Emballonurinae,Coleura,kibomalandy,Coleura kibomalandy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,male
YAN020001001,Mammalia,Chiroptera,Yangochiroptera,Nycteridae,NA,Nycteris,arge,Nycteris arge,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,male
YAN020001002,Mammalia,Chiroptera,Yangochiroptera,Nycteridae,NA,Nycteris,intermedia,Nycteris intermedia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,male
YAN020001003,Mammalia,Chiroptera,Yangochiroptera,Nycteridae,NA,Nycteris,nana,Nycteris nana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,male
YAN020001004,Mammalia,Chiroptera,Yangochiroptera,Nycteridae,NA,Nycteris,major,Nycteris major,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,male
