species_name,forearm length mean,forearm length minimum,forearm length maximum,head body length mean,head body length minimum,head body length maximum,tail length mean,tail length minimum,tail length maximum,hind foot length mean,hind foot length minimum,hind foot length maximum,ear length mean,ear length minimum,ear length maximum,tibia length mean,tibia length minimum,tibia length maximum
Pteronotus personatus,43.2,41.8,46.9,65,60,67,17.1,16,18,10.9,9.4,12.5,14.6,10.5,17.7,14.6,14.4,17.8
